datalake,engine,query name,conf,latency,benchmark,sf
hudi,trino,db10,96.6;14.0;20.6;35.1;273.2;222.2;290.6|0.0;0.0;0.0,7820.07,tpch,1
hudi,trino,db10,19.0;18.9;16.5;16.7;33.3;30.9;194.2|1.0;0.0;1.0,7674.31,tpch,1
hudi,trino,db10,63.0;16.9;17.7;27.3;17.1;99.4;146.7|1.1;0.0;0.0,8506.49,tpch,1
hudi,trino,db10,28.6;14.9;15.3;11.8;120.4;34.3;98.3|1.0;1.0;1.1,6034.35,tpch,1
hudi,trino,db10,108.4;13.5;19.1;37.0;235.6;242.7;300.9|0.0;0.0;1.0,7172.85,tpch,1
hudi,trino,db10,59.0;15.8;27.6;16.1;16.8;105.7;155.9|0.0;1.0;0.0,8559.30,tpch,1
hudi,trino,db10,63.6;16.4;28.6;17.6;17.1;108.8;145.9|,8745.61,tpch,1
hudi,trino,db10,98.0;13.7;20.0;33.4;265.4;248.2;271.6|,7019.42,tpch,1
hudi,trino,db10,58.9;17.4;29.1;17.9;17.3;100.3;159.9|0.9;0.9;0.9,8559.04,tpch,1
hudi,trino,db10,106.7;13.7;37.8;19.2;266.8;252.0;300.7|0.0;1.0;0.9,8701.49,tpch,1
hudi,trino,db10,103.5;14.2;19.9;38.0;242.3;228.2;280.3|0.9;1.0;0.0,9028.43,tpch,1
hudi,trino,db10,32.4;14.3;14.6;11.8;126.0;33.0;107.5|,11606.27,tpch,1
hudi,trino,db11,95.5;14.8;37.2;20.0;274.8;249.3;295.3|,2361.48,tpch,1
hudi,trino,db11,18.4;18.4;16.6;16.9;32.7;29.4;205.6|0.9;0.0;0.0,4273.86,tpch,1
hudi,trino,db11,18.7;18.9;14.8;17.7;33.7;31.2;194.3|,3686.21,tpch,1
hudi,trino,db11,61.1;18.3;25.9;16.7;16.1;101.3;158.3|0.0;0.0;0.0,4396.10,tpch,1
hudi,trino,db11,97.5;13.3;19.2;33.2;251.9;244.2;283.3|,3784.71,tpch,1
hudi,trino,db11,21.0;19.0;17.9;16.9;33.2;30.7;208.3|1.0;0.9;1.0,5147.69,tpch,1
hudi,trino,db11,21.1;19.4;15.1;16.7;33.7;32.2;187.5|0.0;1.0;0.0,5743.01,tpch,1
hudi,trino,db11,109.9;14.6;19.3;37.2;240.9;228.9;272.4|0.9;1.0;0.0,5778.32,tpch,1
hudi,trino,db11,57.5;16.0;28.9;17.7;14.9;95.2;148.3|,4775.75,tpch,1
hudi,trino,db11,32.1;14.2;15.4;10.4;131.3;32.1;108.4|,5760.01,tpch,1
hudi,trino,db11,104.1;14.5;19.1;34.4;242.1;230.3;274.7|0.0;0.0;0.0,6737.39,tpch,1
hudi,trino,db11,109.5;14.4;34.7;20.8;268.3;228.9;297.9|0.0;1.1;1.1,6269.11,tpch,1
hudi,trino,db11,59.6;18.2;16.2;26.1;15.4;103.9;143.5|1.0;0.0;0.0,7272.29,tpch,1
hudi,trino,db11,19.2;16.7;16.0;17.1;30.1;34.4;197.5|1.1;0.0;0.9,7519.51,tpch,1
hudi,trino,db11,32.0;14.3;14.2;10.4;124.3;33.5;106.8|1.0;1.0;1.0,8275.03,tpch,1
hudi,trino,db11,62.3;17.5;26.6;17.0;14.9;101.9;158.3|0.9;1.1;1.1,10358.42,tpch,1
hudi,trino,db11,57.1;17.6;26.1;17.0;17.1;97.7;147.6|0.0;1.1;0.0,12249.61,tpch,1
hudi,trino,db11,95.2;14.2;20.7;38.4;269.0;219.6;289.8|0.0;0.0;0.9,13107.30,tpch,1
hudi,trino,db12,105.4;13.4;37.2;21.3;264.1;231.3;270.1|,3417.48,tpch,1
hudi,trino,db12,106.2;14.3;19.0;36.8;254.3;222.3;299.0|,4360.38,tpch,1
hudi,trino,db12,20.2;18.9;17.0;19.0;30.5;32.1;200.3|0.0;1.0;0.0,4447.83,tpch,1
hudi,trino,db12,62.9;17.3;27.3;17.7;16.2;107.0;152.0|,5651.70,tpch,1
hudi,trino,db12,60.7;15.8;17.5;26.6;16.8;102.6;149.1|1.0;0.0;0.0,5495.28,tpch,1
hudi,trino,db12,20.2;19.1;16.8;15.8;33.6;32.0;193.5|1.0;1.0;1.0,5538.96,tpch,1
hudi,trino,db12,56.8;17.3;27.0;16.3;15.7;105.4;165.2|0.0;0.0;0.0,7322.61,tpch,1
hudi,trino,db12,63.2;16.9;30.0;18.2;14.7;97.6;164.0|0.0;1.0;0.0,6254.51,tpch,1
hudi,trino,db12,28.9;15.3;15.7;11.4;119.0;34.3;103.8|,8145.68,tpch,1
hudi,trino,db12,19.0;17.4;14.9;17.8;31.5;31.6;204.6|0.9;0.0;1.0,9173.22,tpch,1
hudi,trino,db12,95.6;13.6;35.4;19.9;245.7;234.1;269.5|0.0;1.1;1.0,7957.95,tpch,1
hudi,trino,db12,62.1;15.7;27.2;18.0;16.6;97.1;153.7|0.9;1.1;1.0,7816.56,tpch,1
hudi,trino,db12,105.7;14.9;20.9;37.9;255.1;231.1;297.5|1.0;1.0;0.0,8097.25,tpch,1
hudi,trino,db12,19.5;19.0;15.8;17.3;34.1;32.6;212.6|1.0;0.0;0.0,10394.06,tpch,1
hudi,trino,db12,97.8;15.1;18.9;38.1;252.0;240.3;270.2|0.0;0.0;0.0,11332.63,tpch,1
hudi,trino,db12,19.6;17.4;16.0;18.4;33.9;29.6;215.4|,11821.39,tpch,1
hudi,trino,db12,29.8;14.0;13.9;10.2;118.5;31.1;114.5|1.1;1.0;0.9,12763.58,tpch,1
hudi,trino,db12,105.3;15.0;18.7;37.4;255.3;245.2;286.9|0.0;0.0;0.9,11747.65,tpch,1
hudi,trino,db13,97.6;12.9;36.4;19.1;264.7;233.7;260.1|,2615.79,tpch,1
hudi,trino,db13,18.8;16.7;14.8;19.0;32.9;30.5;184.9|0.0;1.0;0.0,2342.57,tpch,1
hudi,trino,db13,103.4;13.9;19.4;35.3;236.2;234.4;300.9|,2779.70,tpch,1
hudi,trino,db13,18.8;16.9;18.1;15.6;29.8;31.5;202.1|0.9;1.0;1.1,3503.98,tpch,1
hudi,trino,db13,61.8;15.8;17.8;28.2;15.0;110.7;146.6|0.9;0.0;0.0,4544.99,tpch,1
hudi,trino,db13,63.3;16.3;29.1;17.3;15.4;95.3;146.1|,6053.15,tpch,1
hudi,trino,db13,64.4;15.7;26.9;17.5;16.0;110.4;152.2|0.0;0.0;0.0,6401.31,tpch,1
hudi,trino,db13,96.0;13.2;35.6;19.4;236.8;242.6;271.3|0.0;1.0;1.0,6838.13,tpch,1
hudi,trino,db13,20.1;18.6;14.8;18.3;32.9;30.1;208.5|1.0;0.0;0.0,5597.59,tpch,1
hudi,trino,db13,64.1;17.2;28.7;17.2;16.7;108.5;158.3|0.0;1.0;0.0,7578.49,tpch,1
hudi,trino,db13,55.4;17.3;28.8;16.0;16.9;109.0;154.8|1.0;1.1;1.0,7978.00,tpch,1
hudi,trino,db13,108.7;14.3;20.1;35.7;272.3;245.8;272.6|1.0;1.1;0.0,8730.06,tpch,1
hudi,trino,db13,28.9;14.3;15.5;11.6;120.8;32.6;108.5|,9277.71,tpch,1
hudi,trino,db13,20.1;18.6;16.3;19.0;33.7;34.0;201.6|1.1;0.0;0.9,8529.82,tpch,1
hudi,trino,db13,30.3;15.6;15.5;10.9;134.5;31.4;110.0|1.0;1.0;1.0,10420.31,tpch,1
hudi,trino,db13,102.3;14.0;18.4;33.1;263.8;223.1;300.6|0.0;0.0;0.0,10325.33,tpch,1
hudi,trino,db13,20.6;19.1;15.2;18.8;34.5;31.8;189.7|,8431.21,tpch,1
hudi,trino,db13,105.8;14.7;19.6;37.9;251.4;224.3;261.3|0.0;0.0;1.0,15145.03,tpch,1
hudi,trino,db14,62.2;17.5;16.7;29.5;15.7;109.3;157.6|,1736.59,tpch,1
hudi,trino,db14,110.4;13.8;18.8;33.6;275.0;239.1;257.7|,2188.58,tpch,1
hudi,trino,db14,95.2;14.2;36.9;20.5;276.5;232.9;279.3|,2920.52,tpch,1
hudi,trino,db14,18.5;18.1;17.2;16.8;30.6;32.4;204.7|1.0;1.0;1.0,4494.46,tpch,1
hudi,trino,db14,20.0;16.6;16.6;17.6;32.1;29.6;185.2|0.0;0.9;0.0,5943.56,tpch,1
hudi,trino,db14,55.6;17.3;26.6;15.8;16.5;107.3;164.2|,5884.00,tpch,1
hudi,trino,db14,64.6;16.6;16.8;27.1;16.8;104.4;162.2|1.0;0.0;0.0,5983.99,tpch,1
hudi,trino,db14,59.0;16.7;28.9;17.3;16.6;104.4;167.7|0.0;0.0;0.0,7324.51,tpch,1
hudi,trino,db14,96.6;14.9;19.4;38.2;244.1;236.7;269.4|0.0;0.0;0.0,8859.70,tpch,1
hudi,trino,db14,28.9;15.8;15.5;11.8;133.5;32.7;103.2|,8260.51,tpch,1
hudi,trino,db14,61.9;17.5;25.9;16.2;16.0;105.3;148.5|1.1;1.0;1.0,7325.47,tpch,1
hudi,trino,db14,61.6;16.0;26.6;16.5;16.6;98.8;157.5|0.0;1.0;0.0,10125.70,tpch,1
hudi,trino,db14,30.0;15.1;14.9;10.8;125.9;35.4;112.0|1.0;1.0;0.9,9025.05,tpch,1
hudi,trino,db14,99.0;14.4;38.8;19.3;260.0;223.2;257.6|0.0;0.9;1.0,10171.93,tpch,1
hudi,trino,db14,20.7;17.2;16.1;19.0;30.0;30.7;188.6|,12555.43,tpch,1
hudi,trino,db14,103.0;14.8;19.2;33.7;267.0;218.4;288.3|0.9;1.0;0.0,14043.10,tpch,1
hudi,trino,db14,21.0;17.6;17.0;17.7;32.3;32.0;196.7|1.0;0.0;0.0,13925.80,tpch,1
hudi,trino,db14,20.3;18.7;16.5;19.1;33.1;31.7;204.7|0.9;0.0;1.0,12324.21,tpch,1
hudi,trino,db14,102.1;13.8;18.5;34.7;262.1;250.5;259.3|0.0;0.0;1.1,16224.59,tpch,1
hudi,trino,db15,99.7;14.7;19.5;35.0;241.3;221.5;281.4|,1692.53,tpch,1
hudi,trino,db15,60.4;17.8;18.1;29.7;16.3;109.6;164.7|,1816.17,tpch,1
hudi,trino,db15,19.8;17.4;15.2;18.3;29.8;29.7;191.5|0.0;1.0;0.0,4299.46,tpch,1
hudi,trino,db15,58.1;16.2;17.6;26.8;16.5;102.0;149.3|1.0;0.0;0.0,4980.06,tpch,1
hudi,trino,db15,103.2;13.9;34.4;20.8;260.2;234.8;291.4|,5892.63,tpch,1
hudi,trino,db15,62.1;17.4;26.6;17.2;14.8;99.5;158.3|,4664.22,tpch,1
hudi,trino,db15,103.6;14.7;34.0;19.0;251.9;254.1;261.1|0.0;1.1;1.1,6081.91,tpch,1
hudi,trino,db15,21.0;18.0;18.7;16.8;34.2;31.5;186.8|1.0;1.1;1.1,4931.18,tpch,1
hudi,trino,db15,20.4;18.0;15.1;17.5;33.2;33.8;195.5|,6233.80,tpch,1
hudi,trino,db15,30.4;15.1;14.6;11.4;136.5;33.7;102.6|1.0;1.0;1.0,5465.61,tpch,1
hudi,trino,db15,60.5;16.2;29.7;16.2;15.4;110.9;168.2|0.0;0.0;0.0,7795.28,tpch,1
hudi,trino,db15,104.8;13.8;18.5;36.6;252.1;230.6;267.7|0.0;0.0;0.0,6749.82,tpch,1
hudi,trino,db15,61.6;16.2;27.9;16.9;16.3;111.1;158.9|0.0;1.0;0.0,6482.62,tpch,1
hudi,trino,db15,64.3;15.8;26.0;17.6;16.4;98.5;167.5|1.1;1.0;1.0,9926.11,tpch,1
hudi,trino,db15,30.1;15.2;15.3;10.6;123.4;30.8;101.1|,8831.61,tpch,1
hudi,trino,db15,104.0;13.1;20.5;37.5;264.5;223.5;273.3|1.0;1.1;0.0,13719.23,tpch,1
hudi,trino,db15,18.5;17.1;15.6;18.5;32.8;33.5;198.2|1.0;0.0;0.0,14176.89,tpch,1
hudi,trino,db15,107.6;13.3;20.8;35.9;272.7;242.2;297.6|0.0;0.0;1.0,11525.51,tpch,1
hudi,trino,db15,19.1;19.4;14.9;17.1;30.7;30.9;215.8|1.0;0.0;1.0,17492.39,tpch,1
hudi,trino,db16,104.9;13.9;20.7;36.8;256.3;247.2;293.2|,1510.42,tpch,1
hudi,trino,db16,61.9;17.4;16.8;28.2;14.9;103.5;160.9|,2281.82,tpch,1
hudi,trino,db16,20.8;17.9;16.7;15.7;30.8;34.1;184.9|1.0;1.0;0.9,4797.87,tpch,1
hudi,trino,db16,55.4;17.6;15.8;29.0;15.1;101.6;156.3|1.0;0.0;0.0,4264.01,tpch,1
hudi,trino,db16,109.9;14.7;35.7;19.2;268.6;239.2;279.0|0.0;1.0;0.9,6173.24,tpch,1
hudi,trino,db16,111.2;14.6;34.8;18.8;243.4;228.4;296.9|,7330.62,tpch,1
hudi,trino,db16,60.3;17.8;27.6;16.6;16.8;107.5;167.6|,9225.98,tpch,1
hudi,trino,db16,28.7;15.4;14.9;10.8;127.1;34.4;103.3|1.1;0.9;1.0,8103.83,tpch,1
hudi,trino,db16,64.5;17.7;30.1;16.3;15.9;105.0;151.7|0.0;1.0;0.0,9680.49,tpch,1
hudi,trino,db16,95.6;14.2;19.8;35.0;271.8;236.8;275.4|0.0;0.0;0.0,8220.53,tpch,1
hudi,trino,db16,62.6;18.0;25.8;18.2;16.6;102.5;162.8|1.1;0.9;1.0,10284.92,tpch,1
hudi,trino,db16,19.2;18.1;17.0;17.0;33.9;31.7;211.2|,9515.06,tpch,1
hudi,trino,db16,106.1;13.4;20.5;36.9;246.4;219.0;294.5|0.0;0.0;1.1,9893.13,tpch,1
hudi,trino,db16,19.4;17.3;16.9;18.9;29.8;32.6;215.9|1.0;0.0;1.0,9903.02,tpch,1
hudi,trino,db16,19.8;18.1;16.5;19.1;32.6;34.3;204.4|0.0;1.0;0.0,10766.49,tpch,1
hudi,trino,db16,31.6;16.1;14.2;10.4;126.8;32.8;99.4|,13688.99,tpch,1
hudi,trino,db16,59.6;16.9;30.0;15.9;17.0;96.8;165.6|0.0;0.0;0.0,11966.83,tpch,1
hudi,trino,db16,21.1;17.2;16.1;18.0;29.8;29.5;204.5|1.0;0.0;0.0,15908.87,tpch,1
hudi,trino,db16,101.8;14.8;20.7;35.6;248.2;243.6;275.4|1.0;1.0;0.0,13282.11,tpch,1
hudi,trino,db17,59.8;18.1;16.1;29.1;16.0;97.7;155.1|,2401.58,tpch,1
hudi,trino,db17,20.4;16.9;18.0;16.4;34.0;32.3;198.1|1.1;1.0;1.0,2677.21,tpch,1
hudi,trino,db17,105.3;14.0;36.4;19.9;241.3;235.3;274.2|,2366.90,tpch,1
hudi,trino,db17,64.4;18.4;17.3;26.0;17.3;107.7;148.2|1.0;0.0;0.0,2277.12,tpch,1
hudi,trino,db17,99.2;15.1;19.9;38.1;266.5;254.6;273.1|0.0;0.0;0.0,2741.53,tpch,1
hudi,trino,db17,60.6;17.9;27.3;16.8;16.7;110.7;154.8|0.9;1.0;1.0,4431.77,tpch,1
hudi,trino,db17,30.5;15.8;14.1;10.3;135.1;35.1;102.6|1.0;1.0;1.0,4739.68,tpch,1
hudi,trino,db17,19.5;19.4;16.9;19.3;30.7;33.0;207.6|0.0;0.9;0.0,4124.61,tpch,1
hudi,trino,db17,18.9;19.3;16.5;17.9;33.4;32.5;193.4|,3833.80,tpch,1
hudi,trino,db17,61.0;17.9;29.2;17.7;15.9;98.6;161.1|0.0;1.0;0.0,5278.17,tpch,1
hudi,trino,db17,100.9;13.3;18.5;38.3;268.4;226.2;271.3|1.0;1.1;0.0,5819.00,tpch,1
hudi,trino,db17,59.7;17.0;28.8;18.3;15.3;103.0;149.4|0.0;0.0;0.0,5138.54,tpch,1
hudi,trino,db17,99.9;14.2;38.2;18.5;252.1;254.2;291.3|0.0;1.1;1.0,5624.35,tpch,1
hudi,trino,db17,30.6;14.7;15.5;10.2;120.6;35.6;102.5|,6760.66,tpch,1
hudi,trino,db17,21.2;18.7;14.9;18.9;30.8;30.8;190.8|1.0;0.0;0.9,7063.49,tpch,1
hudi,trino,db17,19.9;19.2;14.9;18.2;30.5;31.9;212.0|0.9;0.0;0.0,10420.91,tpch,1
hudi,trino,db17,104.5;14.0;20.3;37.8;259.9;249.7;259.4|0.0;0.0;1.0,8751.07,tpch,1
hudi,trino,db17,64.6;17.3;30.0;17.0;15.8;101.9;168.2|,19258.98,tpch,1
hudi,trino,db17,105.1;13.7;18.5;34.5;248.2;254.7;259.0|,17769.09,tpch,1
hudi,trino,db18,58.3;18.3;16.4;27.6;14.8;108.0;162.7|0.9;0.0;0.0,2438.57,tpch,1
hudi,trino,db18,59.2;18.1;17.0;26.6;15.0;109.3;146.5|,3633.64,tpch,1
hudi,trino,db18,19.3;17.5;16.3;18.4;32.6;32.4;208.3|0.0;1.0;0.0,5061.50,tpch,1
hudi,trino,db18,111.1;14.9;37.7;18.6;270.9;226.9;270.7|0.0;1.0;1.1,4313.32,tpch,1
hudi,trino,db18,95.1;14.8;35.2;20.2;257.7;225.8;275.4|,5713.73,tpch,1
hudi,trino,db18,64.7;18.1;30.2;16.8;16.1;96.5;145.6|0.0;1.1;0.0,7864.78,tpch,1
hudi,trino,db18,55.4;16.7;26.7;16.5;16.3;111.0;159.9|0.0;0.0;0.0,7589.06,tpch,1
hudi,trino,db18,20.3;16.7;16.9;15.2;30.5;32.7;215.2|0.9;1.0;1.0,5607.15,tpch,1
hudi,trino,db18,29.7;14.2;14.5;11.9;129.2;34.3;107.0|1.1;1.1;1.0,6795.70,tpch,1
hudi,trino,db18,58.1;17.3;26.0;16.8;16.1;106.3;151.6|1.1;0.9;1.0,8337.23,tpch,1
hudi,trino,db18,18.9;17.4;16.9;19.1;32.7;31.7;209.4|,10832.22,tpch,1
hudi,trino,db18,19.3;16.8;16.4;17.1;30.5;29.9;184.0|1.0;0.0;0.0,12937.56,tpch,1
hudi,trino,db18,20.9;18.0;16.5;18.4;32.9;31.3;186.3|1.0;0.0;1.0,11166.50,tpch,1
hudi,trino,db18,101.0;14.8;18.5;37.1;243.3;227.9;284.0|0.0;0.0;0.0,14286.44,tpch,1
hudi,trino,db18,111.0;13.6;21.3;36.2;261.5;236.4;293.0|0.0;0.0;1.0,12961.33,tpch,1
hudi,trino,db18,95.2;13.9;19.1;33.6;237.6;254.7;293.0|1.0;1.0;0.0,11491.35,tpch,1
hudi,trino,db18,30.9;14.9;15.0;11.8;119.4;31.4;114.1|,12674.10,tpch,1
hudi,trino,db18,58.6;17.4;29.9;15.7;14.9;95.9;146.0|,19597.34,tpch,1
hudi,trino,db18,106.5;13.0;21.2;33.1;275.2;237.6;273.6|,20385.57,tpch,1
hudi,trino,db19,56.2;18.0;18.3;26.4;15.2;98.9;166.6|,2409.65,tpch,1
hudi,trino,db19,106.7;13.5;35.0;19.4;271.7;244.6;274.9|,3765.60,tpch,1
hudi,trino,db19,100.7;13.1;34.7;21.4;262.7;245.2;288.6|0.0;1.0;1.0,4388.11,tpch,1
hudi,trino,db19,63.3;17.3;28.7;16.0;15.1;99.0;155.9|0.0;0.9;0.0,4038.99,tpch,1
hudi,trino,db19,64.5;16.1;17.7;25.9;15.8;100.4;162.4|1.1;0.0;0.0,4640.81,tpch,1
hudi,trino,db19,31.5;14.8;15.5;10.6;119.6;34.1;108.3|0.9;0.9;1.0,4777.45,tpch,1
hudi,trino,db19,20.6;16.9;17.9;16.8;31.2;31.3;215.6|1.0;1.1;0.9,5236.25,tpch,1
hudi,trino,db19,20.5;19.4;15.2;18.0;29.9;30.7;193.0|0.0;0.9;0.0,6690.76,tpch,1
hudi,trino,db19,57.7;17.3;26.0;18.3;16.0;111.2;161.8|0.0;0.0;0.0,7920.82,tpch,1
hudi,trino,db19,104.9;14.9;20.7;34.7;257.0;220.6;281.9|0.0;0.0;1.0,9383.09,tpch,1
hudi,trino,db19,95.2;14.0;19.0;34.8;273.4;254.2;294.9|1.0;0.9;0.0,9310.64,tpch,1
hudi,trino,db19,19.9;19.1;16.0;19.0;33.9;31.4;194.8|,10509.01,tpch,1
hudi,trino,db19,60.9;17.6;29.3;16.1;15.8;98.8;151.4|0.9;1.0;0.9,11989.55,tpch,1
hudi,trino,db19,99.1;14.1;21.4;37.0;258.7;220.3;264.9|0.0;0.0;0.0,12620.34,tpch,1
hudi,trino,db19,19.0;17.5;15.0;18.4;33.1;30.2;194.0|1.0;0.0;0.0,13893.64,tpch,1
hudi,trino,db19,19.2;17.4;17.2;19.0;30.1;31.3;185.9|0.9;0.0;1.1,17491.48,tpch,1
hudi,trino,db19,95.0;13.1;18.6;35.6;269.6;225.1;270.2|,14324.45,tpch,1
hudi,trino,db19,59.8;17.5;28.8;18.3;15.7;105.7;158.9|,18019.03,tpch,1
hudi,trino,db19,31.9;16.1;13.9;11.3;126.5;34.3;107.1|,21591.09,tpch,1
hudi,trino,db2,64.2;16.9;17.2;30.1;17.1;106.2;152.3|1.0;0.0;0.0,2470.39,tpch,1
hudi,trino,db2,57.2;15.7;16.9;27.7;15.5;105.0;154.8|,2200.11,tpch,1
