datalake,engine,query name,conf,latency,benchmark,sf
hudi,trino,q4_2,60.7;17.4;27.1;17.5;15.4;107.8;144.9|0.0;0.9;0.0,9248.74,ssb,10
hudi,trino,q4_2,137.7;16.1;20.7;38.3;133.5;164.5;243.6|0.0;0.0;1.1,10154.67,ssb,10
hudi,trino,q4_2,19.2;18.0;15.8;17.7;33.2;29.6;189.3|1.0;0.0;1.0,8808.84,ssb,10
hudi,trino,q4_2,59.9;16.2;28.4;18.2;15.6;100.9;150.3|0.0;0.0;0.0,12913.31,ssb,10
hudi,trino,q4_3,63.7;17.1;17.6;28.1;15.8;107.9;166.7|,1624.32,ssb,10
hudi,trino,q4_3,19.0;16.9;16.0;18.0;32.6;33.2;205.7|,1917.47,ssb,10
hudi,trino,q4_3,111.2;13.2;38.5;21.5;275.2;239.2;281.7|,3512.53,ssb,10
hudi,trino,q4_3,143.7;16.2;21.3;36.6;128.1;145.0;239.6|0.9;1.0;0.0,3602.23,ssb,10
hudi,trino,q4_3,21.1;19.0;15.4;16.8;30.9;33.5;206.2|0.0;1.0;0.0,5081.43,ssb,10
hudi,trino,q4_3,62.4;16.1;28.5;17.3;16.5;106.7;144.5|1.0;1.0;1.0,6199.61,ssb,10
hudi,trino,q4_3,96.7;14.6;18.4;36.3;252.3;249.1;296.8|0.0;0.0;1.0,6506.53,ssb,10
hudi,trino,q4_3,110.7;14.2;33.7;18.8;256.3;229.4;279.3|0.0;1.0;1.0,6701.78,ssb,10
hudi,trino,q4_3,62.7;15.9;17.9;27.0;17.0;109.8;162.7|1.0;0.0;0.0,4829.56,ssb,10
hudi,trino,q4_3,60.8;15.8;29.7;15.7;15.5;95.0;154.2|0.0;1.0;0.0,6197.57,ssb,10
hudi,trino,q4_3,20.3;17.7;17.0;16.7;31.7;31.6;197.0|1.0;0.0;1.0,6777.24,ssb,10
hudi,trino,q4_3,21.3;18.5;17.6;15.9;31.3;32.7;203.8|1.0;0.9;1.0,7777.99,ssb,10
hudi,trino,q4_3,20.7;18.3;16.2;18.8;31.0;31.7;204.1|1.0;0.0;0.0,7476.76,ssb,10
hudi,trino,q4_3,28.7;13.9;11.8;14.9;125.8;30.5;111.5|0.0;0.0;0.0,5970.61,ssb,10
hudi,trino,q4_3,131.2;16.8;22.0;33.2;126.4;158.7;248.6|0.0;0.0;0.9,8450.49,ssb,10
hudi,trino,q4_3,101.9;14.7;21.1;34.0;264.0;220.2;287.8|1.0;1.0;0.0,7353.58,ssb,10
hudi,trino,q4_3,104.3;13.7;18.7;33.3;242.3;250.0;267.6|0.0;0.0;0.0,8602.47,ssb,10
hudi,trino,q4_3,127.6;15.7;20.5;33.9;127.2;146.7;243.9|0.0;1.0;0.0,7166.23,ssb,10
hudi,trino,q4_3,31.3;14.8;11.6;14.6;132.3;34.5;112.9|0.9;0.0;1.0,8218.69,ssb,10
hudi,trino,q4_3,137.3;17.8;36.9;20.3;123.9;164.2;218.7|0.0;0.9;0.0,9958.21,ssb,10
hudi,trino,q4_3,29.4;16.0;15.4;10.5;121.3;33.4;104.5|0.9;1.0;1.0,8594.30,ssb,10
hudi,trino,q4_3,56.6;17.1;28.7;18.2;16.8;110.3;165.7|0.0;0.0;0.0,12006.87,ssb,10
hudi,trino,q3_4,60.7;17.5;16.3;28.7;16.2;103.1;161.1|,1563.77,ssb,10
hudi,trino,q3_4,21.5;18.2;15.3;18.5;33.2;33.1;202.0|,1653.94,ssb,10
hudi,trino,q3_4,135.3;16.4;22.0;33.7;133.9;150.5;230.9|1.0;1.0;0.0,2769.35,ssb,10
hudi,trino,q3_4,28.9;15.7;10.7;15.1;129.4;32.5;99.4|1.0;0.0;1.0,3111.07,ssb,10
hudi,trino,q3_4,105.8;14.4;37.8;18.7;268.8;239.7;269.5|,4160.71,ssb,10
hudi,trino,q3_4,132.7;15.9;37.8;21.9;126.3;155.0;244.3|0.0;1.0;0.0,3878.16,ssb,10
hudi,trino,q3_4,62.9;17.8;17.6;27.4;15.3;100.9;156.3|1.0;0.0;0.0,4372.78,ssb,10
hudi,trino,q3_4,108.3;15.1;34.7;18.7;256.8;242.4;261.5|0.0;1.0;1.0,3955.81,ssb,10
hudi,trino,q3_4,138.6;17.5;20.0;35.5;121.2;153.8;227.0|0.0;0.0;1.0,4613.10,ssb,10
hudi,trino,q3_4,106.6;14.2;19.9;35.6;247.8;246.2;294.0|0.0;0.0;0.9,6109.89,ssb,10
hudi,trino,q3_4,31.4;15.3;15.4;11.8;129.9;32.4;105.3|1.0;0.9;1.0,5343.34,ssb,10
hudi,trino,q3_4,60.1;18.0;27.2;15.7;14.8;96.9;157.7|0.0;1.1;0.0,5179.77,ssb,10
hudi,trino,q3_4,21.3;18.9;18.6;16.7;29.5;33.5;190.3|1.0;1.0;1.0,5291.31,ssb,10
hudi,trino,q3_4,98.7;14.2;20.2;36.1;259.8;234.2;281.4|0.0;0.0;0.0,5991.08,ssb,10
hudi,trino,q3_4,144.0;17.5;22.4;38.9;134.4;147.1;246.7|0.0;0.9;0.0,6387.48,ssb,10
hudi,trino,q3_4,105.6;13.8;21.3;35.5;237.8;246.8;276.1|1.1;1.0;0.0,7545.06,ssb,10
hudi,trino,q3_4,62.4;17.4;27.5;17.3;15.5;105.4;161.4|0.0;0.0;0.0,6558.71,ssb,10
hudi,trino,q3_4,32.2;14.3;11.6;14.4;126.2;35.1;108.1|0.0;0.0;0.0,7753.08,ssb,10
hudi,trino,q3_4,18.5;16.6;16.8;17.4;31.6;33.3;215.3|1.0;0.0;1.0,7577.56,ssb,10
hudi,trino,q3_4,18.9;17.4;17.3;19.3;33.2;33.2;203.7|1.1;0.0;0.0,8042.80,ssb,10
hudi,trino,q3_4,58.5;17.0;28.6;16.5;14.9;110.4;167.4|0.9;1.0;1.0,9666.90,ssb,10
hudi,trino,q3_4,21.3;17.8;15.6;18.8;31.6;32.9;210.9|0.0;0.9;0.0,9207.07,ssb,10
hudi,trino,q4_1,63.6;16.7;18.3;26.6;16.5;105.0;164.7|,1554.87,ssb,10
hudi,trino,q4_1,18.7;17.9;17.2;17.0;32.2;31.1;214.5|,1649.19,ssb,10
hudi,trino,q4_1,103.6;14.8;33.5;19.5;240.8;240.5;260.4|,3741.21,ssb,10
hudi,trino,q4_1,140.1;17.8;22.0;33.5;128.0;167.0;227.2|1.0;1.0;0.0,4856.57,ssb,10
hudi,trino,q4_1,59.4;17.4;15.6;29.8;15.5;109.4;166.2|1.0;0.0;0.0,4322.50,ssb,10
hudi,trino,q4_1,18.7;17.6;15.5;19.3;34.5;31.1;208.6|0.9;0.0;0.0,5735.53,ssb,10
hudi,trino,q4_1,101.5;15.0;37.7;20.2;272.3;233.6;276.7|0.0;1.1;0.9,5504.06,ssb,10
hudi,trino,q4_1,19.0;18.9;16.9;16.8;29.5;30.0;191.8|1.0;1.0;1.0,5044.95,ssb,10
hudi,trino,q4_1,29.0;15.2;11.7;15.0;122.1;31.6;99.1|1.0;0.0;0.9,5587.91,ssb,10
hudi,trino,q4_1,107.2;14.8;18.6;36.2;236.0;244.1;278.8|0.0;0.0;0.0,5260.96,ssb,10
hudi,trino,q4_1,146.7;16.7;21.6;37.2;123.7;148.3;219.1|0.0;0.0;0.9,6185.70,ssb,10
hudi,trino,q4_1,107.8;13.2;20.2;36.8;262.1;228.3;268.6|0.0;0.0;1.0,6333.58,ssb,10
hudi,trino,q4_1,32.2;14.4;10.4;14.9;119.3;34.6;107.6|0.0;0.0;0.0,5923.21,ssb,10
hudi,trino,q4_1,142.4;16.9;37.9;22.4;124.4;165.9;249.9|0.0;1.0;0.0,6221.83,ssb,10
hudi,trino,q4_1,21.6;17.7;16.0;17.0;30.5;33.2;197.0|0.0;1.0;0.0,5856.28,ssb,10
hudi,trino,q4_1,60.9;16.6;28.8;17.9;16.2;108.5;144.1|0.0;0.0;0.0,5708.49,ssb,10
hudi,trino,q4_1,20.4;17.7;15.8;19.2;34.4;34.1;186.3|1.1;0.0;1.0,6666.96,ssb,10
hudi,trino,q4_1,56.1;15.8;27.3;16.1;16.1;98.8;161.4|1.1;0.9;1.0,7418.07,ssb,10
hudi,trino,q4_1,133.3;17.2;22.3;35.0;119.3;163.6;216.3|0.0;1.1;0.0,7613.52,ssb,10
hudi,trino,q4_1,28.1;15.0;16.0;10.4;126.3;33.6;100.9|1.0;1.0;1.0,7087.13,ssb,10
hudi,trino,q4_1,63.6;18.2;27.5;15.8;15.1;95.3;166.3|0.0;0.9;0.0,7041.39,ssb,10
hudi,trino,q4_1,105.9;14.4;18.6;34.2;256.2;232.2;273.5|1.0;1.0;0.0,8264.18,ssb,10
hudi,trino,q3_2,107.8;13.9;33.6;18.7;244.5;239.4;260.6|,1570.58,ssb,10
hudi,trino,q3_2,146.2;18.3;37.9;21.7;127.5;155.2;231.0|0.0;1.0;0.0,2243.09,ssb,10
hudi,trino,q3_2,20.0;18.8;14.9;18.9;33.0;32.2;190.4|,2158.30,ssb,10
hudi,trino,q3_2,98.2;13.8;35.1;20.5;273.3;248.3;292.1|0.0;1.0;0.9,2000.53,ssb,10
hudi,trino,q3_2,106.3;13.2;18.8;38.0;260.9;221.8;279.5|0.0;0.0;0.0,2918.30,ssb,10
hudi,trino,q3_2,27.8;14.6;15.5;11.6;131.9;32.8;108.5|1.0;1.0;1.0,3062.57,ssb,10
hudi,trino,q3_2,31.0;14.1;11.1;15.2;129.0;32.3;98.1|0.0;0.0;0.0,3202.65,ssb,10
hudi,trino,q3_2,20.8;17.7;16.3;17.7;34.1;34.1;212.1|0.9;0.0;0.0,3507.41,ssb,10
hudi,trino,q3_2,142.6;15.8;21.0;34.1;136.9;142.7;242.1|1.0;1.1;0.0,4663.07,ssb,10
hudi,trino,q3_2,20.1;17.1;18.8;15.6;31.2;32.0;194.2|1.0;0.9;1.0,3432.29,ssb,10
hudi,trino,q3_2,106.2;13.2;18.6;34.6;257.0;229.2;301.4|0.0;0.0;1.0,3897.54,ssb,10
hudi,trino,q3_2,21.0;17.4;17.3;18.0;33.9;31.8;198.3|0.0;1.0;0.0,3924.09,ssb,10
hudi,trino,q3_2,64.3;17.9;15.9;28.6;14.8;111.2;162.8|1.0;0.0;0.0,5487.55,ssb,10
hudi,trino,q3_2,130.0;18.0;19.4;34.7;128.6;151.1;249.7|0.0;0.0;0.9,6368.05,ssb,10
hudi,trino,q3_2,111.1;14.4;19.5;38.7;274.3;230.1;274.0|1.0;1.1;0.0,6994.82,ssb,10
hudi,trino,q3_2,19.6;16.7;17.3;18.8;31.8;33.2;212.0|1.0;0.0;1.0,5379.99,ssb,10
hudi,trino,q3_2,62.3;18.3;26.8;16.4;14.8;105.7;162.3|1.0;1.0;1.1,7310.44,ssb,10
hudi,trino,q3_2,56.1;16.0;25.8;17.8;16.0;109.2;167.9|0.0;1.0;0.0,6659.97,ssb,10
hudi,trino,q3_2,55.8;17.7;28.6;16.4;16.4;108.3;152.3|0.0;0.0;0.0,5801.84,ssb,10
hudi,trino,q3_2,144.4;18.1;20.8;37.0;135.2;166.4;250.3|0.0;1.0;0.0,6416.80,ssb,10
hudi,trino,q2_2,20.3;16.9;18.7;15.9;30.6;33.1;210.8|1.1;1.0;1.0,1516.49,ssb,10
hudi,trino,q2_2,132.3;17.7;37.4;21.5;129.3;153.5;227.4|0.0;1.0;0.0,1760.53,ssb,10
hudi,trino,q2_2,95.3;13.6;36.0;21.5;273.9;254.6;259.6|,1819.00,ssb,10
hudi,trino,q2_2,21.2;17.0;16.8;18.7;30.2;30.7;184.5|1.0;0.0;0.0,1825.43,ssb,10
hudi,trino,q2_2,31.6;14.4;15.2;11.8;123.8;32.1;100.3|1.0;1.0;0.9,1534.13,ssb,10
hudi,trino,q2_2,108.5;13.5;20.4;37.4;241.2;240.8;293.6|0.0;0.0;0.0,1993.69,ssb,10
hudi,trino,q2_2,55.5;16.2;26.2;15.8;15.1;101.6;149.3|0.0;1.0;0.0,2256.54,ssb,10
hudi,trino,q2_2,19.9;18.7;17.2;19.3;31.0;32.7;213.1|1.0;0.0;1.0,2435.86,ssb,10
hudi,trino,q2_2,133.2;17.4;22.2;35.0;125.2;161.5;234.8|0.0;1.0;0.0,2671.89,ssb,10
hudi,trino,q2_2,137.5;18.3;21.1;37.6;137.1;159.1;236.5|0.0;0.0;1.1,2030.48,ssb,10
hudi,trino,q2_2,31.1;16.0;11.1;14.0;134.9;33.5;100.8|0.0;0.0;0.0,2177.65,ssb,10
hudi,trino,q2_2,19.6;18.1;16.5;16.6;31.1;33.9;196.8|,2268.52,ssb,10
hudi,trino,q2_2,57.9;16.0;26.3;17.0;15.3;109.3;150.5|0.0;0.0;0.0,2602.21,ssb,10
hudi,trino,q2_2,20.6;18.2;16.8;17.4;31.3;31.7;186.1|0.0;1.0;0.0,4733.47,ssb,10
hudi,trino,q2_2,62.2;17.7;27.0;18.3;16.6;100.9;161.5|0.9;0.9;1.1,5673.99,ssb,10
hudi,trino,q3_3,18.9;18.6;16.4;18.2;29.8;31.5;208.9|,2246.19,ssb,10
hudi,trino,q3_3,134.1;17.5;20.6;35.4;130.6;147.2;229.4|1.0;1.0;0.0,3473.94,ssb,10
hudi,trino,q3_3,21.5;18.0;16.4;18.8;31.4;33.0;188.8|1.0;0.0;0.0,3139.92,ssb,10
hudi,trino,q3_3,19.7;19.1;19.3;15.8;31.2;33.5;193.5|1.0;1.0;0.9,3439.65,ssb,10
hudi,trino,q3_3,132.7;16.4;33.8;22.6;121.8;147.5;246.0|0.0;1.0;0.0,3430.07,ssb,10
hudi,trino,q3_3,105.6;14.7;33.3;19.0;254.0;253.2;272.5|0.0;0.9;1.1,4841.40,ssb,10
hudi,trino,q3_3,96.3;15.0;19.0;34.4;276.2;254.4;290.7|0.0;0.0;0.9,5800.37,ssb,10
hudi,trino,q3_3,30.5;13.8;10.6;14.2;136.9;34.9;104.9|1.0;0.0;1.0,5563.79,ssb,10
hudi,trino,q3_3,129.3;17.3;21.1;33.9;128.8;159.6;218.9|0.0;1.1;0.0,5028.80,ssb,10
hudi,trino,q3_3,28.1;14.2;10.3;15.6;121.2;32.9;107.8|0.0;0.0;0.0,5660.26,ssb,10
hudi,trino,q3_3,61.3;15.9;15.9;29.9;17.0;103.8;143.9|0.9;0.0;0.0,5077.07,ssb,10
hudi,trino,q3_3,64.5;16.2;25.9;16.3;15.7;108.0;146.6|1.0;1.0;0.9,7419.98,ssb,10
hudi,trino,q3_3,20.2;18.9;16.3;18.3;33.5;32.1;190.0|0.9;0.0;1.0,5256.01,ssb,10
hudi,trino,q3_3,105.9;13.2;21.0;36.5;273.7;240.2;260.1|1.0;0.9;0.0,5435.70,ssb,10
hudi,trino,q3_3,61.3;17.9;26.2;16.7;15.2;104.5;164.1|0.0;0.9;0.0,5656.20,ssb,10
hudi,trino,q3_3,21.1;18.8;15.1;17.3;34.5;32.5;191.4|0.0;1.0;0.0,5820.79,ssb,10
hudi,trino,q3_3,111.0;14.8;18.8;36.5;251.1;241.1;273.2|0.0;0.0;0.0,6252.23,ssb,10
hudi,trino,q3_3,64.1;17.1;30.0;17.1;17.1;102.9;149.4|0.0;0.0;0.0,6202.03,ssb,10
hudi,trino,q3_3,144.7;16.4;21.5;37.1;127.0;156.8;249.1|0.0;0.0;1.0,6677.90,ssb,10
hudi,trino,q3_3,32.2;14.5;15.4;11.2;134.2;32.6;109.9|1.0;1.0;1.1,8151.65,ssb,10
hudi,trino,q1_3,100.5;14.1;20.3;33.8;258.0;232.6;294.6|0.9;1.0;0.0,1702.40,ssb,10
hudi,trino,q1_3,63.4;16.7;28.0;16.4;15.8;105.5;156.8|0.0;0.0;0.0,1549.60,ssb,10
hudi,trino,q1_3,103.8;14.2;20.5;33.6;253.0;254.9;300.4|0.0;0.0;0.0,1622.44,ssb,10
hudi,trino,q1_3,32.2;14.1;11.5;15.9;120.0;31.8;113.2|0.0;0.0;0.0,1888.19,ssb,10
hudi,trino,q1_3,62.7;15.8;27.4;17.6;16.9;99.3;164.1|0.0;0.9;0.0,1976.11,ssb,10
hudi,trino,q1_3,135.0;17.3;22.4;33.8;128.2;149.4;247.9|0.0;1.1;0.0,1893.61,ssb,10
hudi,trino,q1_3,28.2;14.2;13.9;11.2;123.2;30.6;106.1|1.1;0.9;1.1,1915.79,ssb,10
hudi,trino,q1_3,140.2;16.9;20.3;35.5;132.6;160.2;249.5|0.0;0.0;1.1,1869.80,ssb,10
hudi,trino,q1_3,19.0;17.9;14.9;19.1;33.0;29.5;194.6|,1650.75,ssb,10
hudi,trino,q1_3,21.3;18.8;16.6;17.9;34.1;30.2;186.2|0.9;0.0;1.0,1771.24,ssb,10
hudi,trino,q1_3,64.1;16.4;29.5;15.9;17.0;101.3;157.2|1.0;1.1;0.9,7147.08,ssb,10
hudi,trino,q1_1,31.8;14.5;10.8;13.9;135.4;35.2;111.3|0.0;0.0;0.0,1603.77,ssb,10
hudi,trino,q1_1,21.5;19.4;18.3;14.9;33.3;31.7;215.7|0.9;1.0;1.0,1663.48,ssb,10
hudi,trino,q1_1,132.1;18.0;20.1;35.9;118.7;152.7;243.1|0.0;0.0;1.0,1508.33,ssb,10
hudi,trino,q1_1,106.8;13.6;33.9;19.9;271.1;238.7;278.7|0.0;0.9;1.0,1815.56,ssb,10
hudi,trino,q1_1,60.9;17.0;28.9;17.8;16.0;100.3;151.9|0.0;0.0;0.0,1669.84,ssb,10
hudi,trino,q1_1,63.2;18.0;27.6;16.4;16.3;106.3;157.7|0.0;1.1;0.0,1957.05,ssb,10
hudi,trino,q1_1,142.1;17.5;20.3;38.8;134.5;166.2;215.0|0.0;1.1;0.0,2144.68,ssb,10
hudi,trino,q1_1,21.5;18.9;15.4;18.3;30.9;32.7;206.5|1.0;0.0;0.9,2162.63,ssb,10
hudi,trino,q1_1,55.3;17.3;28.2;16.9;16.4;101.0;160.6|1.0;1.0;1.0,5518.94,ssb,10
hudi,trino,q1_2,102.7;13.5;34.3;18.5;243.6;230.9;288.7|0.0;0.9;1.0,1599.81,ssb,10
hudi,trino,q1_2,28.5;15.0;11.8;14.4;133.1;34.9;104.6|1.0;0.0;0.9,1695.99,ssb,10
hudi,trino,q1_2,99.9;12.9;19.7;35.1;271.4;252.3;260.9|0.0;0.0;0.9,1668.18,ssb,10
hudi,trino,q1_2,28.3;16.0;11.8;14.1;120.7;32.3;98.7|0.0;0.0;0.0,1568.50,ssb,10
hudi,trino,q1_2,143.2;15.7;21.9;36.6;130.2;166.4;247.8|0.0;0.0;1.0,1631.70,ssb,10
hudi,trino,q1_2,27.7;14.3;14.8;10.2;127.2;32.7;104.2|1.0;1.1;0.9,1742.53,ssb,10
hudi,trino,q1_2,61.4;15.9;29.0;15.8;16.1;97.2;148.9|0.0;1.0;0.0,1675.66,ssb,10
hudi,trino,q1_2,56.4;15.9;28.1;17.4;16.4;103.9;160.8|0.0;0.0;0.0,2044.38,ssb,10
hudi,trino,q1_2,21.5;18.3;15.9;19.3;32.9;30.8;206.6|1.0;0.0;1.0,1954.06,ssb,10
hudi,trino,q1_2,126.3;16.4;19.6;38.7;130.0;163.1;225.7|0.0;1.1;0.0,2460.95,ssb,10
hudi,trino,q1_2,57.5;15.8;29.7;16.3;16.4;99.3;168.1|1.0;1.1;1.1,7123.85,ssb,10
hudi,trino,q2_3,102.2;14.7;20.1;34.6;246.9;236.0;289.9|0.0;0.0;1.0,1502.88,ssb,10
hudi,trino,q2_3,139.9;16.0;34.7;21.7;131.6;160.3;248.4|0.0;1.0;0.0,1646.17,ssb,10
hudi,trino,q2_3,137.9;17.7;21.9;36.2;134.6;143.6;226.5|0.0;0.0;0.9,1724.96,ssb,10
hudi,trino,q2_3,105.6;13.4;20.1;35.0;256.7;243.2;293.1|0.9;1.0;0.0,1877.12,ssb,10
hudi,trino,q2_3,20.3;18.8;17.3;16.4;32.6;34.4;195.5|1.1;1.0;0.9,1897.90,ssb,10
hudi,trino,q2_3,133.7;15.8;20.7;37.1;133.1;153.6;218.3|1.1;1.0;0.0,1674.01,ssb,10
hudi,trino,q2_3,19.6;19.1;17.2;16.7;30.0;30.5;212.4|1.0;0.0;0.0,1640.40,ssb,10
hudi,trino,q2_3,97.2;13.9;18.6;34.8;245.0;247.0;293.7|0.0;0.0;0.0,1536.82,ssb,10
hudi,trino,q2_3,143.1;18.1;20.6;37.0;128.2;144.1;240.0|0.0;1.0;0.0,1556.41,ssb,10
hudi,trino,q2_3,60.8;17.3;16.9;27.3;16.7;103.6;154.0|1.0;0.0;0.0,1786.10,ssb,10
hudi,trino,q2_3,100.1;13.7;33.6;20.1;258.6;242.8;267.9|,2357.22,ssb,10
hudi,trino,q2_3,28.9;14.3;10.7;14.3;135.8;34.3;100.4|0.0;0.0;0.0,2270.91,ssb,10
hudi,trino,q2_3,95.7;14.5;35.1;20.7;265.7;246.3;270.2|0.0;1.1;1.0,2344.63,ssb,10
hudi,trino,q2_3,57.6;16.5;27.6;18.1;16.0;106.9;158.6|0.0;1.0;0.0,2000.57,ssb,10
hudi,trino,q2_3,20.7;17.6;16.7;19.3;30.6;31.5;187.9|,2122.35,ssb,10
hudi,trino,q2_3,20.2;18.4;16.8;17.3;31.9;33.8;196.6|1.0;0.0;1.0,2483.04,ssb,10
hudi,trino,q2_3,19.8;19.4;15.4;16.8;29.5;30.4;195.8|0.0;1.0;0.0,2441.52,ssb,10
hudi,trino,q2_3,56.0;17.7;29.0;16.9;16.2;111.0;147.3|0.0;0.0;0.0,3744.72,ssb,10
hudi,trino,q2_3,64.2;16.2;26.4;16.2;16.3;96.3;165.3|0.9;1.1;0.9,6234.78,ssb,10
hudi,trino,q3_1,28.9;15.3;10.7;15.9;127.3;32.2;101.7|1.1;0.0;1.0,1665.05,ssb,10
hudi,trino,q3_1,140.0;16.5;19.3;35.1;129.8;147.0;220.9|0.0;0.0;1.0,1694.90,ssb,10
hudi,trino,q3_1,20.8;16.9;15.3;18.4;34.2;31.6;215.3|1.0;0.0;0.0,1669.38,ssb,10
hudi,trino,q3_1,63.9;16.6;16.3;29.4;15.2;100.2;144.4|1.0;0.0;0.0,1969.50,ssb,10
hudi,trino,q3_1,19.4;19.0;18.8;16.5;33.4;33.2;189.8|1.1;1.1;1.1,1832.58,ssb,10
hudi,trino,q3_1,102.5;14.6;33.5;20.8;260.6;252.2;261.8|0.0;0.9;1.0,1757.08,ssb,10
hudi,trino,q3_1,32.2;15.7;11.2;15.5;119.0;33.8;106.0|0.0;0.0;0.0,2350.24,ssb,10
hudi,trino,q3_1,109.4;13.7;37.2;20.2;275.5;246.4;295.3|,2279.01,ssb,10
hudi,trino,q3_1,144.4;17.5;21.2;36.1;121.5;161.5;225.2|1.0;1.0;0.0,2706.29,ssb,10
hudi,trino,q3_1,19.8;17.2;14.8;19.3;33.7;30.5;203.0|1.0;0.0;1.1,2970.88,ssb,10
hudi,trino,q3_1,126.7;18.0;37.3;19.9;137.7;163.0;231.8|0.0;1.1;0.0,3299.35,ssb,10
hudi,trino,q3_1,20.7;17.0;15.4;16.8;29.8;30.8;188.2|,2792.97,ssb,10
hudi,trino,q3_1,28.0;15.4;14.0;11.4;124.9;31.5;107.4|1.0;0.9;1.0,3601.45,ssb,10
hudi,trino,q3_1,105.1;15.0;20.5;34.8;243.9;224.6;296.1|0.0;0.0;1.0,3327.25,ssb,10
hudi,trino,q3_1,19.4;19.1;15.1;18.3;29.9;33.0;193.9|0.0;1.0;0.0,4026.19,ssb,10
hudi,trino,q3_1,99.2;13.8;19.0;35.8;238.7;243.2;277.0|0.0;0.0;0.0,4272.98,ssb,10
hudi,trino,q3_1,61.0;17.6;26.5;16.4;15.8;103.4;152.7|0.0;0.0;0.0,4698.59,ssb,10
hudi,trino,q3_1,59.6;16.5;28.8;17.9;15.3;95.3;146.2|1.0;0.9;1.0,5110.57,ssb,10
hudi,trino,q3_1,95.4;14.5;20.2;36.5;260.1;222.3;295.9|1.0;1.0;0.0,4787.12,ssb,10
hudi,trino,q3_1,61.3;18.2;26.9;17.4;14.9;100.3;153.2|0.0;1.0;0.0,6761.94,ssb,10
hudi,trino,q3_1,129.4;15.7;20.0;36.0;124.6;150.4;229.0|0.0;1.1;0.0,6705.78,ssb,10
hudi,trino,q2_1,30.1;14.2;14.3;11.6;134.0;31.1;99.0|1.0;1.0;1.0,1563.58,ssb,10
hudi,trino,q2_1,62.6;16.2;16.1;26.0;16.0;106.5;168.1|1.0;0.0;0.0,1691.47,ssb,10
hudi,trino,q2_1,101.1;13.4;19.5;37.3;267.7;242.4;268.2|0.0;0.0;1.0,1592.61,ssb,10
hudi,trino,q2_1,134.9;16.0;22.6;33.1;121.9;147.3;227.4|0.0;0.0;1.0,1772.88,ssb,10
hudi,trino,q2_1,138.0;15.7;20.6;36.8;118.1;148.1;217.2|0.0;1.0;0.0,1956.01,ssb,10
hudi,trino,q2_1,19.4;17.5;16.9;17.8;34.4;30.3;214.4|1.0;0.0;0.9,1728.70,ssb,10
hudi,trino,q2_1,110.5;14.1;19.7;37.4;255.0;225.4;267.8|0.0;0.0;0.0,2333.82,ssb,10
hudi,trino,q2_1,20.7;18.7;17.2;19.1;34.5;30.4;211.1|,2374.24,ssb,10
hudi,trino,q2_1,31.4;14.0;10.5;15.0;136.9;33.1;106.2|0.0;0.0;0.0,2640.41,ssb,10
hudi,trino,q2_1,55.9;15.7;28.4;15.8;16.2;110.4;159.8|0.0;0.0;0.0,2260.57,ssb,10
hudi,trino,q2_1,64.7;16.6;27.9;15.9;16.3;101.8;165.4|0.0;1.0;0.0,2479.70,ssb,10
