datalake,engine,query name,conf,latency,benchmark,sf
delta,presto,q3_1,26;207;16;6;6;2048;390,66409.0,ssb,100
delta,presto,q3_2,26;207;16;6;6;2048;390,65768.0,ssb,100
delta,presto,q3_3,26;207;16;6;6;2048;390,65719.0,ssb,100
delta,presto,q3_4,26;207;16;6;6;2048;390,67703.0,ssb,100
delta,presto,q4_1,26;207;16;6;6;2048;390,96670.0,ssb,100
delta,presto,q4_2,26;207;16;6;6;2048;390,99646.0,ssb,100
delta,presto,q4_3,26;207;16;6;6;2048;390,94523.0,ssb,100
delta,presto,q1_1,8;137;51;18;32;1024;942,27538.0,ssb,100
delta,presto,q1_2,8;137;51;18;32;1024;942,22746.0,ssb,100
delta,presto,q1_3,8;137;51;18;32;1024;942,23373.0,ssb,100
delta,presto,q2_1,8;137;51;18;32;1024;942,69112.0,ssb,100
delta,presto,q2_2,8;137;51;18;32;1024;942,68787.0,ssb,100
delta,presto,q2_3,8;137;51;18;32;1024;942,65603.0,ssb,100
delta,presto,q3_1,8;137;51;18;32;1024;942,62500.0,ssb,100
delta,presto,q3_2,8;137;51;18;32;1024;942,65863.0,ssb,100
delta,presto,q3_3,8;137;51;18;32;1024;942,62181.0,ssb,100
delta,presto,q3_4,8;137;51;18;32;1024;942,62978.0,ssb,100
delta,presto,q4_1,8;137;51;18;32;1024;942,98262.0,ssb,100
delta,presto,q4_2,8;137;51;18;32;1024;942,97325.0,ssb,100
delta,presto,q4_3,8;137;51;18;32;1024;942,93103.0,ssb,100
delta,presto,q1_1,13;193;124;29;43;256;1748,27119.0,ssb,100
delta,presto,q1_2,13;193;124;29;43;256;1748,22085.0,ssb,100
delta,presto,q1_3,13;193;124;29;43;256;1748,22386.0,ssb,100
delta,presto,q2_1,13;193;124;29;43;256;1748,71088.0,ssb,100
delta,presto,q2_2,13;193;124;29;43;256;1748,67285.0,ssb,100
delta,presto,q2_3,13;193;124;29;43;256;1748,66792.0,ssb,100
delta,presto,q3_1,13;193;124;29;43;256;1748,62304.0,ssb,100
delta,presto,q3_2,13;193;124;29;43;256;1748,63489.0,ssb,100
delta,presto,q3_3,13;193;124;29;43;256;1748,63521.0,ssb,100
delta,presto,q3_4,13;193;124;29;43;256;1748,61049.0,ssb,100
delta,presto,q4_1,13;193;124;29;43;256;1748,93530.0,ssb,100
delta,presto,q4_2,13;193;124;29;43;256;1748,93999.0,ssb,100
delta,presto,q4_3,13;193;124;29;43;256;1748,94482.0,ssb,100
delta,presto,q1_1,15;153;119;35;39;64;1008,26117.0,ssb,100
delta,presto,q1_2,15;153;119;35;39;64;1008,21962.0,ssb,100
delta,presto,q1_3,15;153;119;35;39;64;1008,21964.0,ssb,100
delta,presto,q2_1,15;153;119;35;39;64;1008,71299.0,ssb,100
delta,presto,q2_2,15;153;119;35;39;64;1008,66184.0,ssb,100
delta,presto,q2_3,15;153;119;35;39;64;1008,65528.0,ssb,100
delta,presto,q3_1,15;153;119;35;39;64;1008,60655.0,ssb,100
delta,presto,q3_2,15;153;119;35;39;64;1008,62671.0,ssb,100
delta,presto,q3_3,15;153;119;35;39;64;1008,60238.0,ssb,100
delta,presto,q3_4,15;153;119;35;39;64;1008,64198.0,ssb,100
delta,presto,q4_1,15;153;119;35;39;64;1008,97162.0,ssb,100
delta,presto,q4_2,15;153;119;35;39;64;1008,92064.0,ssb,100
delta,presto,q4_3,15;153;119;35;39;64;1008,98066.0,ssb,100
delta,presto,q1_1,11;268;117;39;47;128;1021,25294.0,ssb,100
delta,presto,q1_2,11;268;117;39;47;128;1021,21258.0,ssb,100
delta,presto,q1_3,11;268;117;39;47;128;1021,20733.0,ssb,100
delta,presto,q2_1,11;268;117;39;47;128;1021,67969.0,ssb,100
delta,presto,q2_2,11;268;117;39;47;128;1021,69044.0,ssb,100
delta,presto,q2_3,11;268;117;39;47;128;1021,65078.0,ssb,100
delta,presto,q3_1,11;268;117;39;47;128;1021,60986.0,ssb,100
delta,presto,q3_2,11;268;117;39;47;128;1021,63076.0,ssb,100
delta,presto,q3_3,11;268;117;39;47;128;1021,62528.0,ssb,100
delta,presto,q3_4,11;268;117;39;47;128;1021,62602.0,ssb,100
delta,presto,q4_1,11;268;117;39;47;128;1021,95428.0,ssb,100
delta,presto,q4_2,11;268;117;39;47;128;1021,95845.0,ssb,100
delta,presto,q4_3,11;268;117;39;47;128;1021,91352.0,ssb,100
delta,presto,q1_1,15;272;123;7;44;64;1958,26318.0,ssb,100
delta,presto,q1_2,15;272;123;7;44;64;1958,20973.0,ssb,100
delta,presto,q1_3,15;272;123;7;44;64;1958,21505.0,ssb,100
delta,presto,q2_1,15;272;123;7;44;64;1958,69941.0,ssb,100
delta,presto,q2_2,15;272;123;7;44;64;1958,67757.0,ssb,100
delta,presto,q2_3,15;272;123;7;44;64;1958,67778.0,ssb,100
delta,presto,q3_1,15;272;123;7;44;64;1958,63322.0,ssb,100
delta,presto,q3_2,15;272;123;7;44;64;1958,62571.0,ssb,100
delta,presto,q3_3,15;272;123;7;44;64;1958,61745.0,ssb,100
delta,presto,q3_4,15;272;123;7;44;64;1958,64547.0,ssb,100
delta,presto,q4_1,15;272;123;7;44;64;1958,93177.0,ssb,100
delta,presto,q4_2,15;272;123;7;44;64;1958,92731.0,ssb,100
delta,presto,q4_3,15;272;123;7;44;64;1958,93095.0,ssb,100
delta,presto,q1_1,12;281;136;9;36;2048;938,29717.0,ssb,100
delta,presto,q1_2,12;281;136;9;36;2048;938,24419.0,ssb,100
delta,presto,q1_3,12;281;136;9;36;2048;938,24987.0,ssb,100
delta,presto,q2_1,12;281;136;9;36;2048;938,69436.0,ssb,100
delta,presto,q2_2,12;281;136;9;36;2048;938,73910.0,ssb,100
delta,presto,q2_3,12;281;136;9;36;2048;938,69854.0,ssb,100
delta,presto,q3_1,12;281;136;9;36;2048;938,65835.0,ssb,100
delta,presto,q3_2,12;281;136;9;36;2048;938,66699.0,ssb,100
delta,presto,q3_3,12;281;136;9;36;2048;938,65160.0,ssb,100
delta,presto,q3_4,12;281;136;9;36;2048;938,68718.0,ssb,100
delta,presto,q4_1,12;281;136;9;36;2048;938,96224.0,ssb,100
delta,presto,q4_2,12;281;136;9;36;2048;938,103133.0,ssb,100
delta,presto,q4_3,12;281;136;9;36;2048;938,100735.0,ssb,100
delta,presto,q1_1,18;134;35;11;38;512;314,26905.0,ssb,100
delta,presto,q1_2,18;134;35;11;38;512;314,21860.0,ssb,100
delta,presto,q1_3,18;134;35;11;38;512;314,21639.0,ssb,100
delta,presto,q2_1,18;134;35;11;38;512;314,66987.0,ssb,100
delta,presto,q2_2,18;134;35;11;38;512;314,68131.0,ssb,100
delta,presto,q2_3,18;134;35;11;38;512;314,65164.0,ssb,100
delta,presto,q3_1,18;134;35;11;38;512;314,62734.0,ssb,100
delta,presto,q3_2,18;134;35;11;38;512;314,64033.0,ssb,100
delta,presto,q3_3,18;134;35;11;38;512;314,61910.0,ssb,100
delta,presto,q3_4,18;134;35;11;38;512;314,63041.0,ssb,100
delta,presto,q4_1,18;134;35;11;38;512;314,93092.0,ssb,100
delta,presto,q4_2,18;134;35;11;38;512;314,94442.0,ssb,100
delta,presto,q4_3,18;134;35;11;38;512;314,95210.0,ssb,100
delta,presto,q1_1,21;288;132;35;35;1024;119,29573.0,ssb,100
delta,presto,q1_2,21;288;132;35;35;1024;119,23821.0,ssb,100
delta,presto,q1_3,21;288;132;35;35;1024;119,23160.0,ssb,100
delta,presto,q2_1,21;288;132;35;35;1024;119,67242.0,ssb,100
delta,presto,q2_2,21;288;132;35;35;1024;119,71889.0,ssb,100
delta,presto,q2_3,21;288;132;35;35;1024;119,66344.0,ssb,100
delta,presto,q3_1,21;288;132;35;35;1024;119,64620.0,ssb,100
delta,presto,q3_2,21;288;132;35;35;1024;119,65240.0,ssb,100
delta,presto,q3_3,21;288;132;35;35;1024;119,62423.0,ssb,100
delta,presto,q3_4,21;288;132;35;35;1024;119,63535.0,ssb,100
delta,presto,q4_1,21;288;132;35;35;1024;119,96396.0,ssb,100
delta,presto,q4_2,21;288;132;35;35;1024;119,92341.0,ssb,100
delta,presto,q4_3,21;288;132;35;35;1024;119,91279.0,ssb,100
delta,presto,q1_1,20;179;136;13;36;512;2006,26501.0,ssb,100
delta,presto,q1_2,20;179;136;13;36;512;2006,21665.0,ssb,100
delta,presto,q1_3,20;179;136;13;36;512;2006,21638.0,ssb,100
delta,presto,q2_1,20;179;136;13;36;512;2006,67408.0,ssb,100
delta,presto,q2_2,20;179;136;13;36;512;2006,67839.0,ssb,100
delta,presto,q2_3,20;179;136;13;36;512;2006,68101.0,ssb,100
delta,presto,q3_1,20;179;136;13;36;512;2006,63480.0,ssb,100
delta,presto,q3_2,20;179;136;13;36;512;2006,62365.0,ssb,100
delta,presto,q3_3,20;179;136;13;36;512;2006,62527.0,ssb,100
delta,presto,q3_4,20;179;136;13;36;512;2006,63346.0,ssb,100
delta,presto,q4_1,20;179;136;13;36;512;2006,90992.0,ssb,100
delta,presto,q4_2,20;179;136;13;36;512;2006,93120.0,ssb,100
delta,presto,q4_3,20;179;136;13;36;512;2006,96109.0,ssb,100
delta,presto,q1_1,11;272;14;41;46;64;1182,25583.0,ssb,100
delta,presto,q1_2,11;272;14;41;46;64;1182,21700.0,ssb,100
delta,presto,q1_3,11;272;14;41;46;64;1182,21120.0,ssb,100
delta,presto,q2_1,11;272;14;41;46;64;1182,68556.0,ssb,100
delta,presto,q2_2,11;272;14;41;46;64;1182,70945.0,ssb,100
delta,presto,q2_3,11;272;14;41;46;64;1182,66043.0,ssb,100
delta,presto,q3_1,11;272;14;41;46;64;1182,61342.0,ssb,100
delta,presto,q3_2,11;272;14;41;46;64;1182,62612.0,ssb,100
delta,presto,q3_3,11;272;14;41;46;64;1182,66718.0,ssb,100
delta,presto,q3_4,11;272;14;41;46;64;1182,61857.0,ssb,100
delta,presto,q4_1,11;272;14;41;46;64;1182,91551.0,ssb,100
delta,presto,q4_2,11;272;14;41;46;64;1182,91241.0,ssb,100
delta,presto,q4_3,11;272;14;41;46;64;1182,92238.0,ssb,100
delta,presto,q1_1,10;208;10;39;47;128;600,25462.0,ssb,100
delta,presto,q1_2,10;208;10;39;47;128;600,20868.0,ssb,100
delta,presto,q1_3,10;208;10;39;47;128;600,21415.0,ssb,100
delta,presto,q2_1,10;208;10;39;47;128;600,68750.0,ssb,100
delta,presto,q2_2,10;208;10;39;47;128;600,66364.0,ssb,100
delta,presto,q2_3,10;208;10;39;47;128;600,65051.0,ssb,100
delta,presto,q3_1,10;208;10;39;47;128;600,64600.0,ssb,100
delta,presto,q3_2,10;208;10;39;47;128;600,63941.0,ssb,100
delta,presto,q3_3,10;208;10;39;47;128;600,64933.0,ssb,100
delta,presto,q3_4,10;208;10;39;47;128;600,61281.0,ssb,100
delta,presto,q4_1,10;208;10;39;47;128;600,93415.0,ssb,100
delta,presto,q4_2,10;208;10;39;47;128;600,90389.0,ssb,100
delta,presto,q4_3,10;208;10;39;47;128;600,91208.0,ssb,100
delta,presto,q1_1,13;181;83;25;25;1024;229,29784.0,ssb,100
delta,presto,q1_2,13;181;83;25;25;1024;229,23529.0,ssb,100
delta,presto,q1_3,13;181;83;25;25;1024;229,23551.0,ssb,100
delta,presto,q2_1,13;181;83;25;25;1024;229,65296.0,ssb,100
delta,presto,q2_2,13;181;83;25;25;1024;229,70775.0,ssb,100
delta,presto,q2_3,13;181;83;25;25;1024;229,66368.0,ssb,100
delta,presto,q3_1,13;181;83;25;25;1024;229,63625.0,ssb,100
delta,presto,q3_2,13;181;83;25;25;1024;229,66940.0,ssb,100
delta,presto,q3_3,13;181;83;25;25;1024;229,63435.0,ssb,100
delta,presto,q3_4,13;181;83;25;25;1024;229,62676.0,ssb,100
delta,presto,q4_1,13;181;83;25;25;1024;229,95728.0,ssb,100
delta,presto,q4_2,13;181;83;25;25;1024;229,92997.0,ssb,100
delta,presto,q4_3,13;181;83;25;25;1024;229,90543.0,ssb,100
delta,presto,q1_1,11;279;130;47;47;128;94,25417.0,ssb,100
delta,presto,q1_2,11;279;130;47;47;128;94,21416.0,ssb,100
delta,presto,q1_3,11;279;130;47;47;128;94,21279.0,ssb,100
delta,presto,q2_1,11;279;130;47;47;128;94,69525.0,ssb,100
delta,presto,q2_2,11;279;130;47;47;128;94,67792.0,ssb,100
delta,presto,q2_3,11;279;130;47;47;128;94,65299.0,ssb,100
delta,presto,q3_1,11;279;130;47;47;128;94,64709.0,ssb,100
delta,presto,q3_2,11;279;130;47;47;128;94,62137.0,ssb,100
delta,presto,q3_3,11;279;130;47;47;128;94,62118.0,ssb,100
delta,presto,q3_4,11;279;130;47;47;128;94,62266.0,ssb,100
delta,presto,q4_1,11;279;130;47;47;128;94,93554.0,ssb,100
delta,presto,q4_2,11;279;130;47;47;128;94,92174.0,ssb,100
delta,presto,q4_3,11;279;130;47;47;128;94,91504.0,ssb,100
delta,presto,syn_q5,155.0;43.3;108.6;94.0|62.6;179.7;194.1;152.6;36.5,51966.14,ssb,100
delta,presto,syn_q5,87.6;71.0;29.9;40.6;88.2;104.1|245.9;169.5;141.9;101.2;103.7;291.4,56749.50,ssb,100
delta,presto,syn_q5,174.3;166.7;10.2;175.2;97.8;20.3;108.5|191.4;230.4;69.0;169.3;279.0;137.1,43053.52,ssb,100
delta,presto,syn_q5,33.1;194.9;125.7;55.5;40.1;114.7;114.9|75.2;254.0;42.9,41908.24,ssb,100
delta,presto,syn_q5,133.1;39.3;187.2;65.5|130.5;149.9;146.9;142.5;51.9,76562.11,ssb,100
delta,presto,syn_q5,185.2;106.6;177.1;174.2;62.5|108.6;238.4;87.5;10.7;220.6;252.9,90126.71,ssb,100
delta,presto,syn_q5,199.8;103.0;38.2;112.3;75.6;114.9;113.3;96.5|262.2;294.4;79.3;121.1;258.2,58717.72,ssb,100
delta,presto,syn_q5,18.3;151.5;144.0;164.2;83.4;136.1;165.9|153.6;20.7;155.7;181.2,81077.41,ssb,100
delta,presto,syn_q5,176.1;93.7;109.9;96.8|128.9;199.9;54.8;146.2,66875.68,ssb,100
delta,presto,syn_q5,74.3;141.6;133.5;171.8;171.9;173.3|286.7;191.8;267.4;151.5;166.9;189.1,49442.41,ssb,100
delta,presto,syn_q5,129.9;185.0;199.5;151.9;92.5|230.5;214.1;39.1,66870.86,ssb,100
delta,presto,syn_q5,141.9;181.7;18.7;161.3;65.7|134.9;80.8;129.5;207.7;62.2,95178.64,ssb,100
delta,presto,syn_q5,25.0;175.5;127.7;55.8;183.4|77.3;195.0;143.3;203.4,59358.58,ssb,100
delta,presto,syn_q5,181.2;138.7;40.0;93.9;75.7;121.6;131.4|210.2;142.5;97.6;299.8;257.5;40.9,95941.41,ssb,100
delta,presto,syn_q5,118.7;119.2;198.6;66.1;195.8;135.1;62.2|274.1;226.1;251.5,27341.92,ssb,100
delta,presto,syn_q6,96.9;59.8;173.9;110.3;131.4|187.3;180.2;110.9;255.2;189.0;246.0,67352.48,ssb,100
delta,presto,syn_q6,184.5;122.1;137.7;69.5;55.3;32.2|211.1;158.1;131.3;50.0;121.3,46025.12,ssb,100
delta,presto,syn_q6,102.5;112.1;184.6;186.8;42.9|152.0;50.7;101.2;140.8,62831.85,ssb,100
delta,presto,syn_q6,174.4;190.8;102.1;47.1|289.5;156.6;153.5;208.6;130.5;253.6,61056.96,ssb,100
delta,presto,syn_q6,41.8;117.4;161.2;51.9;16.2;52.7;64.8|174.0;234.0;153.6;158.1;176.1;87.7,42582.93,ssb,100
delta,presto,syn_q6,166.4;79.7;166.3;17.9;146.6;113.8;198.1;29.5|96.3;299.8;140.4;111.1,66798.51,ssb,100
delta,presto,syn_q6,93.4;198.9;157.4;55.0|259.7;187.0;134.2;188.7;237.6,70992.90,ssb,100
delta,presto,syn_q6,163.0;118.3;111.1;123.4;42.0|93.9;87.5;258.8;295.8;207.0,83034.81,ssb,100
delta,presto,syn_q6,35.8;152.5;88.2;21.3|261.4;46.8;261.2;82.4;216.3,82309.39,ssb,100
delta,presto,syn_q6,154.7;138.5;103.0;119.7;61.1|118.8;31.9;240.4;233.0;126.8;227.4,39687.80,ssb,100
delta,presto,syn_q6,96.4;102.7;120.6;175.1;171.0;27.7|194.1;212.2;256.5;240.7;125.3;290.8,45285.96,ssb,100
delta,presto,syn_q6,104.0;71.3;63.9;114.0;34.8|238.6;269.3;231.1;23.3;191.6;252.6,70025.20,ssb,100
delta,presto,syn_q6,33.6;173.0;93.8;10.1|68.7;209.7;48.3;198.5;56.1;280.5,69998.96,ssb,100
delta,presto,syn_q6,27.7;78.5;25.7;136.3;133.3;19.8|220.5;229.0;134.5;36.4;37.6,70025.46,ssb,100
delta,presto,syn_q6,100.6;35.2;53.0;139.2;11.8|247.0;296.6;132.5;48.3;30.5,100000.00,ssb,100
delta,presto,syn_q7,45.9;144.7;160.0;119.8;32.4;11.4|209.5;101.6;115.1;54.9,59779.96,ssb,100
delta,presto,syn_q7,58.2;172.4;90.5;79.5;62.4;139.3;153.4;88.5|61.8;172.1;150.3;296.7;177.5;234.5,45840.51,ssb,100
delta,presto,syn_q7,149.8;172.4;135.3;152.1;94.9;142.9;40.7|157.4;238.0;242.2;188.1,61380.12,ssb,100
delta,presto,syn_q7,40.5;193.3;11.0;27.3|146.8;184.1;35.6;86.3,48969.42,ssb,100
delta,presto,syn_q7,25.2;17.2;83.0;197.0;126.7;109.0|284.3;247.9;195.7,80389.25,ssb,100
delta,presto,syn_q7,12.0;171.6;186.8;108.4;47.0;159.0;107.0|188.4;205.5;114.3;200.0,57410.51,ssb,100
delta,presto,syn_q7,26.5;62.4;85.9;137.2;87.0|160.1;223.7;29.9;36.1,46838.03,ssb,100
delta,presto,syn_q7,148.0;116.2;120.8;76.0;164.9;53.0|141.9;127.1;11.3;60.8,54485.18,ssb,100
delta,presto,syn_q7,30.2;23.8;65.9;189.9;162.6;191.8;176.5;164.5|211.3;290.2;173.3;233.3;229.7,67912.76,ssb,100
delta,presto,syn_q7,139.5;180.3;173.8;101.6;59.0;82.7;159.8|206.3;76.7;101.6;287.1,50664.59,ssb,100
delta,presto,syn_q7,111.8;143.2;60.0;64.6;85.8;152.3;75.0;115.4|148.2;112.5;269.4;88.0,46884.09,ssb,100
delta,presto,syn_q7,104.8;47.9;149.7;175.8;49.3|252.1;252.5;113.2;235.9,64550.68,ssb,100
delta,presto,syn_q7,184.8;138.4;136.1;126.6|255.9;117.6;101.5,64575.46,ssb,100
delta,presto,syn_q7,175.1;103.3;197.0;184.0;63.3;52.2;119.6;20.3|148.7;166.8;155.7;124.2;209.0;60.7,51535.02,ssb,100
delta,presto,syn_q7,142.7;97.4;141.0;12.2|120.0;39.2;114.9;259.9,52093.13,ssb,100
delta,presto,syn_q8,146.8;130.1;195.4;48.4;34.2;141.5;21.3|42.2;145.0;131.3;230.5,56151.52,ssb,100
delta,presto,syn_q8,178.4;124.7;160.0;131.2;126.2|177.7;170.3;76.6;129.4,72138.98,ssb,100
delta,presto,syn_q8,103.0;199.2;122.4;169.0;63.0;148.7;149.9;56.9|135.9;74.5;279.0;284.4;275.0,75308.79,ssb,100
delta,presto,syn_q8,89.4;18.4;198.3;149.4|133.5;124.4;244.8,51172.09,ssb,100
delta,presto,syn_q8,96.0;55.7;116.1;12.4|285.5;48.5;95.8;197.8;36.3;149.1,50481.10,ssb,100
delta,presto,syn_q8,40.7;97.3;118.4;120.9;195.5;98.1|263.5;127.6;239.1;117.4,55247.83,ssb,100
delta,presto,syn_q8,143.7;10.3;129.2;83.1;141.2;110.9;66.4|212.4;187.6;176.8;70.1;208.6,30077.22,ssb,100
delta,presto,syn_q8,177.4;149.8;20.4;189.6;138.2;178.7;31.1;79.5|116.0;60.8;172.0,38083.73,ssb,100
delta,presto,syn_q8,116.5;157.0;36.3;73.6|198.2;223.8;228.2,90414.70,ssb,100
delta,presto,syn_q8,153.1;154.6;70.9;180.6;105.7|90.4;28.4;110.1;151.0;162.7;45.6,98281.41,ssb,100
delta,presto,syn_q8,138.9;111.2;65.5;128.0;162.0;189.6;163.7;188.8|64.6;266.4;35.3,55680.71,ssb,100
delta,presto,syn_q8,180.6;64.8;191.8;30.8;62.4;142.4;104.3|161.0;191.9;95.0;291.2,71329.62,ssb,100
delta,presto,syn_q8,187.0;100.0;89.8;150.2;14.1;45.9;14.2;162.4|129.4;109.4;197.4;104.6;182.1,65872.40,ssb,100
delta,presto,syn_q8,170.0;94.6;67.8;35.1;160.0;42.6;59.4;102.0|233.2;23.7;112.4;142.2;58.2,100000.00,ssb,100
delta,presto,syn_q8,145.2;64.2;194.9;169.5;141.6|56.8;43.9;298.2;176.6,83949.63,ssb,100
delta,presto,syn_q9,181.8;33.9;106.7;77.5;101.5|63.9;49.9;22.8;47.0;179.5;158.8,75297.06,ssb,100
delta,presto,syn_q9,69.1;178.2;157.3;38.0;68.6;75.2|291.4;160.1;200.7;51.9;78.8,45499.21,ssb,100
delta,presto,syn_q9,173.2;90.2;47.1;48.1;182.6;159.2;74.9;136.9|183.9;106.0;177.7;289.3;188.7;131.4,77884.45,ssb,100
delta,presto,syn_q9,29.9;176.5;183.0;104.2;184.8|211.0;145.3;71.8;149.4,90110.43,ssb,100
delta,presto,syn_q9,163.4;81.4;86.1;167.0;11.3;11.9|18.7;43.4;94.3;66.4;179.8,67923.02,ssb,100
delta,presto,syn_q9,18.3;15.6;47.6;43.1;178.2;146.6|255.8;81.3;66.8;61.1;85.9,100000.00,ssb,100
delta,presto,syn_q9,14.0;138.7;82.0;159.6|108.1;71.0;142.3,47570.26,ssb,100
delta,presto,syn_q9,163.8;135.6;188.8;195.6;199.6;177.5|44.4;266.0;47.9,41303.54,ssb,100
delta,presto,syn_q9,46.4;81.9;81.1;123.9;195.6|277.1;231.3;180.3;257.8,35188.82,ssb,100
delta,presto,syn_q9,160.0;72.3;20.1;161.2;175.8;171.8|70.7;33.6;146.5;202.4;28.8;157.5,93987.13,ssb,100
delta,presto,syn_q9,81.1;108.6;44.0;145.4;109.8;101.8;191.6;100.0|195.1;239.3;198.4;70.1;269.5;141.1,73014.22,ssb,100
delta,presto,syn_q9,85.2;68.1;178.9;118.6;187.7|83.8;34.6;228.0;95.6;160.5,59007.77,ssb,100
delta,presto,syn_q9,121.0;98.4;128.0;91.0;98.8|116.6;154.3;89.2;17.2;138.1;87.0,65257.12,ssb,100
delta,presto,syn_q9,78.2;25.7;170.1;107.4|237.9;278.7;38.5,42806.84,ssb,100
delta,presto,syn_q9,78.4;113.7;73.4;138.3|97.8;246.5;208.2;89.6;214.6,100000.00,ssb,100
delta,presto,syn_q10,180.3;105.7;105.4;157.3;14.5;161.3;100.6|94.1;53.9;144.3,69139.33,ssb,100
delta,presto,syn_q10,191.0;54.0;51.0;139.5|233.0;56.7;289.5;159.7,64790.14,ssb,100
delta,presto,syn_q10,133.8;186.7;74.9;159.2;74.4;78.5;172.6;91.9|79.3;299.1;186.0;287.8;174.4;298.4,80572.05,ssb,100
delta,presto,syn_q10,162.9;37.1;175.4;114.0|154.7;141.9;59.2,98887.90,ssb,100
delta,presto,syn_q10,40.7;63.2;79.0;27.0;44.0;156.7|296.0;293.8;231.3;138.2;278.0,81341.44,ssb,100
delta,presto,syn_q10,194.6;102.8;79.1;64.5|258.5;276.0;47.4;116.4;255.0;286.1,34538.76,ssb,100
delta,presto,syn_q10,25.9;88.5;95.5;176.7;198.3;18.1|224.9;81.0;248.2,40873.07,ssb,100
delta,presto,syn_q10,39.4;30.0;81.4;118.3|74.7;263.5;204.1,49744.45,ssb,100
delta,presto,syn_q10,98.5;132.1;181.0;98.3;26.3;149.0|232.8;67.8;105.3;102.0;299.0;151.0,60471.48,ssb,100
delta,presto,syn_q10,31.7;96.4;113.6;190.2;37.6;50.6;118.0|28.1;244.5;239.0;293.8;71.9;71.3,70080.34,ssb,100
delta,presto,syn_q10,191.0;139.9;61.3;130.8|51.1;89.4;33.7,48260.89,ssb,100
delta,presto,syn_q10,175.5;109.7;137.2;59.3;167.8;27.6;181.3|289.4;96.1;67.6;283.2;149.7,63457.77,ssb,100
delta,presto,syn_q10,140.9;40.5;142.4;77.4;141.7;83.9;11.9;158.8|32.6;203.7;188.8;103.9,47833.67,ssb,100
delta,presto,syn_q10,12.7;180.3;187.4;104.9;70.1;160.5|86.2;219.5;296.6;283.6;258.6;193.9,49943.34,ssb,100
delta,presto,syn_q10,28.5;51.5;196.0;89.8;113.8;41.6;81.7;76.1|291.8;177.3;14.2;246.0,39344.11,ssb,100
delta,presto,syn_q11,122.9;22.7;130.9;177.8;75.5;12.7;46.6|248.0;261.7;179.5;98.7;191.1,56898.01,ssb,100
delta,presto,syn_q11,187.5;116.6;131.9;48.5;122.6;29.6;51.1|86.3;39.7;241.1;180.3,47221.79,ssb,100
delta,presto,syn_q11,72.7;156.7;122.5;62.7;163.4;175.6;137.0|70.7;10.8;77.2;72.8;279.6;188.3,39668.16,ssb,100
delta,presto,syn_q11,41.3;176.2;71.4;180.2;19.9|133.4;146.8;97.7;230.4;79.8;124.0,48185.86,ssb,100
delta,presto,syn_q11,144.2;77.4;169.3;70.2;24.9;125.0;50.6|284.2;251.7;216.3;253.6,59406.67,ssb,100
delta,presto,syn_q11,93.9;142.1;57.6;32.8;181.0;133.9;43.8;174.6|233.5;110.3;133.0;188.9;264.1;277.0,100000.00,ssb,100
delta,presto,syn_q11,82.7;44.0;152.0;12.0;94.0|11.6;100.0;37.3;117.0,51370.35,ssb,100
delta,presto,syn_q11,105.5;12.5;61.9;133.0;131.9;85.7|89.5;26.6;175.9;18.8;218.2,64166.48,ssb,100
delta,presto,syn_q11,199.5;130.1;103.2;100.0;176.2;152.6;163.4|117.2;187.7;216.9,59705.11,ssb,100
delta,presto,syn_q11,175.5;35.0;89.7;170.7;20.6|101.1;258.8;90.5,85700.83,ssb,100
delta,presto,syn_q11,134.5;150.1;73.2;137.7;180.9|272.7;180.2;283.8;159.7,100000.00,ssb,100
delta,presto,syn_q11,89.1;136.9;21.7;46.7;154.6;38.0;60.7|138.6;89.9;67.6;156.6,51166.44,ssb,100
delta,presto,syn_q11,130.7;170.0;188.8;69.1;116.5|109.0;174.8;211.9,51806.35,ssb,100
delta,presto,syn_q11,186.8;26.8;184.4;44.7;26.4;70.3;129.1;13.8|238.7;73.1;118.6;33.6,82071.66,ssb,100
delta,presto,syn_q11,68.5;139.4;189.1;174.3;152.0|100.0;120.0;93.3;90.9,73619.65,ssb,100
delta,presto,syn_q12,59.7;154.6;85.0;178.3;48.4;26.4;170.8;48.1|146.0;41.7;76.3,67517.73,ssb,100
delta,presto,syn_q12,45.1;154.9;163.2;55.9;126.9;93.2;37.1|202.2;156.0;292.6,78484.61,ssb,100
delta,presto,syn_q12,147.7;18.3;12.7;39.0;173.3|277.3;111.5;68.2;196.8;123.5,72595.00,ssb,100
delta,presto,syn_q12,189.9;106.1;52.8;129.2;73.8|17.3;137.8;254.6;184.5;93.5;56.7,82204.53,ssb,100
delta,presto,syn_q12,193.2;20.8;140.1;87.9;111.5;127.5;42.3;187.2|21.1;271.4;208.5;11.7;11.0,51099.46,ssb,100
delta,presto,syn_q12,164.6;156.1;32.7;52.7|173.5;31.4;198.2,89082.49,ssb,100
delta,presto,syn_q12,188.1;132.5;63.7;127.0;95.4;152.1;139.7|110.1;296.5;141.9;276.6;54.4,63664.33,ssb,100
delta,presto,syn_q12,177.1;52.5;64.5;148.9;193.0;83.8;58.9;40.5|135.2;97.0;22.3,100000.00,ssb,100
delta,presto,syn_q12,145.0;112.9;53.1;86.4;169.6;77.1;189.0|266.3;143.6;141.2;286.2;144.4;108.0,48793.07,ssb,100
delta,presto,syn_q12,35.3;110.7;56.7;145.4;118.0;190.1;148.6|271.1;169.0;231.6;128.4;196.8,100000.00,ssb,100
