datalake,engine,query name,conf,latency,benchmark,sf
iceberg,presto,q3_1,18;167;116;8;31;512;796,1377.0,ssb-flat,1
iceberg,presto,q3_2,18;167;116;8;31;512;796,1209.0,ssb-flat,1
iceberg,presto,q3_3,18;167;116;8;31;512;796,995.0,ssb-flat,1
iceberg,presto,q3_4,18;167;116;8;31;512;796,809.0,ssb-flat,1
iceberg,presto,q4_1,18;167;116;8;31;512;796,1210.0,ssb-flat,1
iceberg,presto,q4_2,18;167;116;8;31;512;796,1183.0,ssb-flat,1
iceberg,presto,q4_3,18;167;116;8;31;512;796,1103.0,ssb-flat,1
iceberg,presto,q1_1,19;175;98;7;37;256;125,1429.0,ssb-flat,1
iceberg,presto,q1_2,19;175;98;7;37;256;125,1776.0,ssb-flat,1
iceberg,presto,q1_3,19;175;98;7;37;256;125,727.0,ssb-flat,1
iceberg,presto,q2_1,19;175;98;7;37;256;125,2597.0,ssb-flat,1
iceberg,presto,q2_2,19;175;98;7;37;256;125,2201.0,ssb-flat,1
iceberg,presto,q2_3,19;175;98;7;37;256;125,870.0,ssb-flat,1
iceberg,presto,q3_1,19;175;98;7;37;256;125,1228.0,ssb-flat,1
iceberg,presto,q3_2,19;175;98;7;37;256;125,1027.0,ssb-flat,1
iceberg,presto,q3_3,19;175;98;7;37;256;125,833.0,ssb-flat,1
iceberg,presto,q3_4,19;175;98;7;37;256;125,729.0,ssb-flat,1
iceberg,presto,q4_1,19;175;98;7;37;256;125,1157.0,ssb-flat,1
iceberg,presto,q4_2,19;175;98;7;37;256;125,1039.0,ssb-flat,1
iceberg,presto,q4_3,19;175;98;7;37;256;125,910.0,ssb-flat,1
iceberg,presto,q1_1,12;281;136;9;36;2048;938,2528.0,ssb-flat,1
iceberg,presto,q1_2,12;281;136;9;36;2048;938,1245.0,ssb-flat,1
iceberg,presto,q1_3,12;281;136;9;36;2048;938,1010.0,ssb-flat,1
iceberg,presto,q2_1,12;281;136;9;36;2048;938,4164.0,ssb-flat,1
iceberg,presto,q2_2,12;281;136;9;36;2048;938,3495.0,ssb-flat,1
iceberg,presto,q2_3,12;281;136;9;36;2048;938,2123.0,ssb-flat,1
iceberg,presto,q3_1,12;281;136;9;36;2048;938,2714.0,ssb-flat,1
iceberg,presto,q3_2,12;281;136;9;36;2048;938,2329.0,ssb-flat,1
iceberg,presto,q3_3,12;281;136;9;36;2048;938,1741.0,ssb-flat,1
iceberg,presto,q3_4,12;281;136;9;36;2048;938,1307.0,ssb-flat,1
iceberg,presto,q4_1,12;281;136;9;36;2048;938,1904.0,ssb-flat,1
iceberg,presto,q4_2,12;281;136;9;36;2048;938,1757.0,ssb-flat,1
iceberg,presto,q4_3,12;281;136;9;36;2048;938,2138.0,ssb-flat,1
iceberg,presto,q1_1,18;134;35;11;38;512;314,1369.0,ssb-flat,1
iceberg,presto,q1_2,18;134;35;11;38;512;314,1942.0,ssb-flat,1
iceberg,presto,q1_3,18;134;35;11;38;512;314,718.0,ssb-flat,1
iceberg,presto,q2_1,18;134;35;11;38;512;314,2729.0,ssb-flat,1
iceberg,presto,q2_2,18;134;35;11;38;512;314,2355.0,ssb-flat,1
iceberg,presto,q2_3,18;134;35;11;38;512;314,1031.0,ssb-flat,1
iceberg,presto,q3_1,18;134;35;11;38;512;314,1277.0,ssb-flat,1
iceberg,presto,q3_2,18;134;35;11;38;512;314,1146.0,ssb-flat,1
iceberg,presto,q3_3,18;134;35;11;38;512;314,935.0,ssb-flat,1
iceberg,presto,q3_4,18;134;35;11;38;512;314,846.0,ssb-flat,1
iceberg,presto,q4_1,18;134;35;11;38;512;314,1323.0,ssb-flat,1
iceberg,presto,q4_2,18;134;35;11;38;512;314,1134.0,ssb-flat,1
iceberg,presto,q4_3,18;134;35;11;38;512;314,1112.0,ssb-flat,1
iceberg,presto,q1_1,21;288;132;35;35;1024;119,2321.0,ssb-flat,1
iceberg,presto,q1_2,21;288;132;35;35;1024;119,2113.0,ssb-flat,1
iceberg,presto,q1_3,21;288;132;35;35;1024;119,1845.0,ssb-flat,1
iceberg,presto,q2_1,21;288;132;35;35;1024;119,2741.0,ssb-flat,1
iceberg,presto,q2_2,21;288;132;35;35;1024;119,1622.0,ssb-flat,1
iceberg,presto,q2_3,21;288;132;35;35;1024;119,1361.0,ssb-flat,1
iceberg,presto,q3_1,21;288;132;35;35;1024;119,1633.0,ssb-flat,1
iceberg,presto,q3_2,21;288;132;35;35;1024;119,1673.0,ssb-flat,1
iceberg,presto,q3_3,21;288;132;35;35;1024;119,1245.0,ssb-flat,1
iceberg,presto,q3_4,21;288;132;35;35;1024;119,1057.0,ssb-flat,1
iceberg,presto,q4_1,21;288;132;35;35;1024;119,1505.0,ssb-flat,1
iceberg,presto,q4_2,21;288;132;35;35;1024;119,1343.0,ssb-flat,1
iceberg,presto,q4_3,21;288;132;35;35;1024;119,1593.0,ssb-flat,1
iceberg,presto,q1_1,17;245;13;6;15;256;941,2187.0,ssb-flat,1
iceberg,presto,q1_2,17;245;13;6;15;256;941,1873.0,ssb-flat,1
iceberg,presto,q1_3,17;245;13;6;15;256;941,1981.0,ssb-flat,1
iceberg,presto,q2_1,17;245;13;6;15;256;941,1659.0,ssb-flat,1
iceberg,presto,q2_2,17;245;13;6;15;256;941,1234.0,ssb-flat,1
iceberg,presto,q2_3,17;245;13;6;15;256;941,958.0,ssb-flat,1
iceberg,presto,q3_1,17;245;13;6;15;256;941,1129.0,ssb-flat,1
iceberg,presto,q3_2,17;245;13;6;15;256;941,1038.0,ssb-flat,1
iceberg,presto,q3_3,17;245;13;6;15;256;941,850.0,ssb-flat,1
iceberg,presto,q3_4,17;245;13;6;15;256;941,768.0,ssb-flat,1
iceberg,presto,q4_1,17;245;13;6;15;256;941,1144.0,ssb-flat,1
iceberg,presto,q4_2,17;245;13;6;15;256;941,1035.0,ssb-flat,1
iceberg,presto,q4_3,17;245;13;6;15;256;941,937.0,ssb-flat,1
iceberg,presto,q1_1,12;209;52;15;15;32;773,2005.0,ssb-flat,1
iceberg,presto,q1_2,12;209;52;15;15;32;773,1995.0,ssb-flat,1
iceberg,presto,q1_3,12;209;52;15;15;32;773,1833.0,ssb-flat,1
iceberg,presto,q2_1,12;209;52;15;15;32;773,1687.0,ssb-flat,1
iceberg,presto,q2_2,12;209;52;15;15;32;773,1063.0,ssb-flat,1
iceberg,presto,q2_3,12;209;52;15;15;32;773,814.0,ssb-flat,1
iceberg,presto,q3_1,12;209;52;15;15;32;773,1183.0,ssb-flat,1
iceberg,presto,q3_2,12;209;52;15;15;32;773,932.0,ssb-flat,1
iceberg,presto,q3_3,12;209;52;15;15;32;773,773.0,ssb-flat,1
iceberg,presto,q3_4,12;209;52;15;15;32;773,735.0,ssb-flat,1
iceberg,presto,q4_1,12;209;52;15;15;32;773,1041.0,ssb-flat,1
iceberg,presto,q4_2,12;209;52;15;15;32;773,980.0,ssb-flat,1
iceberg,presto,q4_3,12;209;52;15;15;32;773,859.0,ssb-flat,1
iceberg,presto,q1_1,10;219;20;7;7;128;808,2086.0,ssb-flat,1
iceberg,presto,q1_2,10;219;20;7;7;128;808,2012.0,ssb-flat,1
iceberg,presto,q1_3,10;219;20;7;7;128;808,709.0,ssb-flat,1
iceberg,presto,q2_1,10;219;20;7;7;128;808,2267.0,ssb-flat,1
iceberg,presto,q2_2,10;219;20;7;7;128;808,1056.0,ssb-flat,1
iceberg,presto,q2_3,10;219;20;7;7;128;808,986.0,ssb-flat,1
iceberg,presto,q3_1,10;219;20;7;7;128;808,1160.0,ssb-flat,1
iceberg,presto,q3_2,10;219;20;7;7;128;808,977.0,ssb-flat,1
iceberg,presto,q3_3,10;219;20;7;7;128;808,870.0,ssb-flat,1
iceberg,presto,q3_4,10;219;20;7;7;128;808,759.0,ssb-flat,1
iceberg,presto,q4_1,10;219;20;7;7;128;808,1100.0,ssb-flat,1
iceberg,presto,q4_2,10;219;20;7;7;128;808,1030.0,ssb-flat,1
iceberg,presto,q4_3,10;219;20;7;7;128;808,884.0,ssb-flat,1
iceberg,presto,q1_1,13;181;83;25;25;1024;229,2297.0,ssb-flat,1
iceberg,presto,q1_2,13;181;83;25;25;1024;229,983.0,ssb-flat,1
iceberg,presto,q1_3,13;181;83;25;25;1024;229,2197.0,ssb-flat,1
iceberg,presto,q2_1,13;181;83;25;25;1024;229,2496.0,ssb-flat,1
iceberg,presto,q2_2,13;181;83;25;25;1024;229,2561.0,ssb-flat,1
iceberg,presto,q2_3,13;181;83;25;25;1024;229,1563.0,ssb-flat,1
iceberg,presto,q3_1,13;181;83;25;25;1024;229,1537.0,ssb-flat,1
iceberg,presto,q3_2,13;181;83;25;25;1024;229,1611.0,ssb-flat,1
iceberg,presto,q3_3,13;181;83;25;25;1024;229,1246.0,ssb-flat,1
iceberg,presto,q3_4,13;181;83;25;25;1024;229,1176.0,ssb-flat,1
iceberg,presto,q4_1,13;181;83;25;25;1024;229,1480.0,ssb-flat,1
iceberg,presto,q4_2,13;181;83;25;25;1024;229,1308.0,ssb-flat,1
iceberg,presto,q4_3,13;181;83;25;25;1024;229,1326.0,ssb-flat,1
iceberg,presto,q1_1,13;181;110;23;35;32;985,1323.0,ssb-flat,1
iceberg,presto,q1_2,13;181;110;23;35;32;985,835.0,ssb-flat,1
iceberg,presto,q1_3,13;181;110;23;35;32;985,1971.0,ssb-flat,1
iceberg,presto,q2_1,13;181;110;23;35;32;985,2110.0,ssb-flat,1
iceberg,presto,q2_2,13;181;110;23;35;32;985,2002.0,ssb-flat,1
iceberg,presto,q2_3,13;181;110;23;35;32;985,866.0,ssb-flat,1
iceberg,presto,q3_1,13;181;110;23;35;32;985,1033.0,ssb-flat,1
iceberg,presto,q3_2,13;181;110;23;35;32;985,988.0,ssb-flat,1
iceberg,presto,q3_3,13;181;110;23;35;32;985,843.0,ssb-flat,1
iceberg,presto,q3_4,13;181;110;23;35;32;985,672.0,ssb-flat,1
iceberg,presto,q4_1,13;181;110;23;35;32;985,1116.0,ssb-flat,1
iceberg,presto,q4_2,13;181;110;23;35;32;985,1079.0,ssb-flat,1
iceberg,presto,q4_3,13;181;110;23;35;32;985,852.0,ssb-flat,1
