datalake,engine,query name,conf,latency,benchmark,sf
iceberg,spark,q4_3,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,671.826706,ssb-flat,1
iceberg,spark,q1_1,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,3515.252791,ssb-flat,1
iceberg,spark,q1_2,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,388.933184,ssb-flat,1
iceberg,spark,q1_3,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,3092.15356,ssb-flat,1
iceberg,spark,q2_1,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,1787.501719,ssb-flat,1
iceberg,spark,q2_2,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,1246.168084,ssb-flat,1
iceberg,spark,q2_3,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,1203.855403,ssb-flat,1
iceberg,spark,q3_1,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,1272.247381,ssb-flat,1
iceberg,spark,q3_2,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,1291.128554,ssb-flat,1
iceberg,spark,q3_3,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,1109.369381,ssb-flat,1
iceberg,spark,q3_4,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,303.465348,ssb-flat,1
iceberg,spark,q4_1,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,1844.774486,ssb-flat,1
iceberg,spark,q4_2,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,560.292549,ssb-flat,1
iceberg,spark,q4_3,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,534.09863,ssb-flat,1
iceberg,spark,q1_1,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,3456.884216,ssb-flat,1
iceberg,spark,q1_2,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,311.505484,ssb-flat,1
iceberg,spark,q1_3,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,281.166122,ssb-flat,1
iceberg,spark,q2_1,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,4672.39551,ssb-flat,1
iceberg,spark,q2_2,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,1191.925467,ssb-flat,1
iceberg,spark,q2_3,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,1275.99102,ssb-flat,1
iceberg,spark,q3_1,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,1430.425518,ssb-flat,1
iceberg,spark,q3_2,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,1424.82365,ssb-flat,1
iceberg,spark,q3_3,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,1040.464643,ssb-flat,1
iceberg,spark,q3_4,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,324.889083,ssb-flat,1
iceberg,spark,q4_1,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,1631.507454,ssb-flat,1
iceberg,spark,q4_2,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,635.388816,ssb-flat,1
iceberg,spark,q4_3,945;116;704;2141;607;5;18;0.5525344347192;0.6897300588631,672.603208,ssb-flat,1
iceberg,spark,q1_1,958.5;11.0;717.6;2961.7;862.7;7.2;55.8;0.4;0.2,4029.48,ssb-flat,1
iceberg,spark,q2_1,958.5;11.0;717.6;2961.7;862.7;7.2;55.8;0.4;0.2,1748.41,ssb-flat,1
iceberg,spark,q4_1,958.5;11.0;717.6;2961.7;862.7;7.2;55.8;0.4;0.2,1748.96,ssb-flat,1
iceberg,spark,q1_1,28.0;4.5;8.9;144.3;453.3;3.4;15.6;0.9;0.8,3593.73,ssb-flat,1
iceberg,spark,q1_2,28.0;4.5;8.9;144.3;453.3;3.4;15.6;0.9;0.8,1562.17,ssb-flat,1
iceberg,spark,q2_1,28.0;4.5;8.9;144.3;453.3;3.4;15.6;0.9;0.8,2083.63,ssb-flat,1
iceberg,spark,q2_2,28.0;4.5;8.9;144.3;453.3;3.4;15.6;0.9;0.8,1625.24,ssb-flat,1
iceberg,spark,q4_1,28.0;4.5;8.9;144.3;453.3;3.4;15.6;0.9;0.8,1602.0,ssb-flat,1
iceberg,spark,q1_1,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,3498.47,ssb-flat,1
iceberg,spark,q2_1,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,1748.51,ssb-flat,1
iceberg,spark,q4_1,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,1633.85,ssb-flat,1
iceberg,spark,q1_1,34.3;3.6;9.4;111.0;422.6;3.3;13.5;0.7;0.7,3399.69,ssb-flat,1
iceberg,spark,q2_1,34.3;3.6;9.4;111.0;422.6;3.3;13.5;0.7;0.7,2012.11,ssb-flat,1
iceberg,spark,q2_2,34.3;3.6;9.4;111.0;422.6;3.3;13.5;0.7;0.7,1578.85,ssb-flat,1
iceberg,spark,q4_1,34.3;3.6;9.4;111.0;422.6;3.3;13.5;0.7;0.7,1772.23,ssb-flat,1
iceberg,spark,q1_1,28.9;3.5;8.9;119.4;485.2;2.8;14.3;0.8;0.7,3358.89,ssb-flat,1
iceberg,spark,q1_2,28.9;3.5;8.9;119.4;485.2;2.8;14.3;0.8;0.7,1645.99,ssb-flat,1
iceberg,spark,q2_1,28.9;3.5;8.9;119.4;485.2;2.8;14.3;0.8;0.7,1835.38,ssb-flat,1
iceberg,spark,q4_1,28.9;3.5;8.9;119.4;485.2;2.8;14.3;0.8;0.7,1558.95,ssb-flat,1
iceberg,spark,q1_1,835.4;114.3;629.8;2100.0;536.2;5.3;15.5;0.6;0.6,3915.59,ssb-flat,1
iceberg,spark,q1_3,835.4;114.3;629.8;2100.0;536.2;5.3;15.5;0.6;0.6,1617.55,ssb-flat,1
iceberg,spark,q2_1,835.4;114.3;629.8;2100.0;536.2;5.3;15.5;0.6;0.6,2428.7,ssb-flat,1
iceberg,spark,q4_1,835.4;114.3;629.8;2100.0;536.2;5.3;15.5;0.6;0.6,1804.62,ssb-flat,1
iceberg,spark,q1_1,952.8;102.0;653.9;2368.7;669.8;4.3;18.3;0.6;0.7,3893.77,ssb-flat,1
iceberg,spark,q1_3,952.8;102.0;653.9;2368.7;669.8;4.3;18.3;0.6;0.7,1702.32,ssb-flat,1
iceberg,spark,q2_1,952.8;102.0;653.9;2368.7;669.8;4.3;18.3;0.6;0.7,2562.54,ssb-flat,1
iceberg,spark,q4_1,952.8;102.0;653.9;2368.7;669.8;4.3;18.3;0.6;0.7,1601.75,ssb-flat,1
iceberg,spark,q3_4,681.8;71.6;492.5;609.9;303.0;6.9;39.1;0.7;0.4,6295.91,ssb-flat,1
iceberg,spark,q3_4,1047.1;106.8;57.6;1925.0;817.5;6.5;35.3;0.5;0.3,6390.54,ssb-flat,1
iceberg,spark,q3_4,988.0;128.5;63.4;2011.6;846.6;6.5;35.0;0.5;0.3,6469.79,ssb-flat,1
iceberg,spark,q3_4,836.2;114.6;69.5;2266.2;803.6;7.9;37.8;0.6;0.3,8479.21,ssb-flat,1
iceberg,spark,q3_4,686.9;76.4;464.5;625.5;307.8;7.4;38.1;0.7;0.4,44158.15,ssb-flat,1
iceberg,spark,q3_4,395.2;31.7;151.0;351.9;919.4;6.4;57.6;0.5;0.3,78624.80,ssb-flat,1
iceberg,spark,q1_3,735.1;73.1;493.0;581.5;297.2;7.4;40.1;0.7;0.5,1760.67,ssb-flat,1
iceberg,spark,q1_3,1035.1;11.3;966.1;3827.4;394.5;7.1;22.5;0.7;0.7,3724.40,ssb-flat,1
iceberg,spark,q1_3,997.7;11.0;904.6;3578.9;406.2;7.9;22.7;0.6;0.8,3868.32,ssb-flat,1
iceberg,spark,q1_3,991.5;111.3;63.4;2299.3;814.2;6.8;35.8;0.5;0.3,16806.15,ssb-flat,1
iceberg,spark,q1_3,1036.9;111.9;49.7;1954.4;859.7;7.0;38.5;0.5;0.3,23501.06,ssb-flat,1
iceberg,spark,q1_3,817.5;121.4;66.7;2105.4;795.8;7.6;36.9;0.6;0.3,22030.10,ssb-flat,1
iceberg,spark,q3_3,690.3;81.1;500.9;628.7;285.5;7.5;37.4;0.7;0.4,1592.92,ssb-flat,1
iceberg,spark,q3_3,768.5;72.2;470.3;597.9;282.6;7.3;39.6;0.7;0.4,2394.76,ssb-flat,1
iceberg,spark,q3_3,413.7;77.1;283.3;222.1;480.0;7.8;15.7;0.2;0.7,3998.92,ssb-flat,1
iceberg,spark,q3_3,33.9;3.8;10.4;137.9;453.0;3.2;14.7;0.8;0.7,4144.60,ssb-flat,1
iceberg,spark,q3_3,34.4;3.5;10.1;104.0;426.8;3.3;13.3;0.7;0.7,3424.68,ssb-flat,1
iceberg,spark,q3_3,865.5;124.0;61.2;2239.5;808.2;6.6;33.8;0.5;0.3,5828.58,ssb-flat,1
iceberg,spark,q3_3,673.8;80.7;491.5;556.4;265.0;7.3;39.3;0.7;0.4,5582.62,ssb-flat,1
iceberg,spark,q3_3,777.4;114.3;68.1;2320.6;769.7;8.3;39.2;0.6;0.3,6190.10,ssb-flat,1
iceberg,spark,q3_3,1132.1;101.4;56.8;1965.9;866.4;7.0;35.4;0.5;0.3,5860.67,ssb-flat,1
iceberg,spark,q3_3,990.3;12.8;1050.9;3987.8;429.4;7.1;21.4;0.7;0.7,7279.27,ssb-flat,1
iceberg,spark,q3_3,892.9;11.7;917.0;3322.4;413.5;8.1;23.4;0.7;0.7,10316.93,ssb-flat,1
iceberg,spark,q3_3,729.2;74.2;484.2;564.5;267.6;6.6;39.1;0.7;0.4,22795.44,ssb-flat,1
iceberg,spark,q3_3,683.7;81.2;482.3;557.3;302.2;7.0;35.6;0.7;0.5,38676.14,ssb-flat,1
iceberg,spark,q3_3,352.2;34.1;147.2;320.3;900.1;7.0;59.1;0.5;0.3,285158.54,ssb-flat,1
iceberg,spark,q3_1,673.3;70.5;497.9;543.5;270.4;7.2;40.5;0.7;0.5,2207.12,ssb-flat,1
iceberg,spark,q3_1,421.4;74.8;296.2;220.0;453.1;7.5;14.4;0.2;0.6,1889.13,ssb-flat,1
iceberg,spark,q3_1,693.0;74.1;469.6;572.8;304.0;7.3;36.2;0.7;0.5,3980.07,ssb-flat,1
iceberg,spark,q3_1,823.6;116.0;71.8;2230.9;826.3;7.8;37.0;0.6;0.3,4882.78,ssb-flat,1
iceberg,spark,q3_1,947.2;112.6;62.4;1981.3;868.3;7.0;31.3;0.5;0.3,5146.08,ssb-flat,1
iceberg,spark,q3_1,1110.7;110.6;51.6;1989.8;817.3;6.2;35.8;0.5;0.3,5652.37,ssb-flat,1
iceberg,spark,q3_1,676.8;78.0;496.0;554.2;302.4;6.9;40.4;0.7;0.4,6066.24,ssb-flat,1
iceberg,spark,q3_1,730.8;77.7;516.8;575.2;267.8;6.7;40.0;0.7;0.5,7113.51,ssb-flat,1
iceberg,spark,q3_1,34.1;3.6;9.5;118.8;399.2;3.1;14.0;0.7;0.7,8307.83,ssb-flat,1
iceberg,spark,q3_1,33.5;4.3;10.6;129.7;469.5;3.2;12.9;0.8;0.7,8196.02,ssb-flat,1
iceberg,spark,q3_1,382.5;32.3;156.9;314.8;967.5;6.9;58.2;0.5;0.3,38661.98,ssb-flat,1
iceberg,spark,q3_1,741.0;79.9;527.3;552.3;268.1;6.7;36.7;0.7;0.5,146398.42,ssb-flat,1
iceberg,spark,q4_2,735.9;81.3;459.7;583.3;276.9;6.5;38.0;0.7;0.5,2564.39,ssb-flat,1
iceberg,spark,q4_2,936.0;10.7;853.8;3371.5;421.4;8.6;25.9;0.6;0.7,3231.86,ssb-flat,1
iceberg,spark,q4_2,1055.9;12.0;1021.4;3662.5;383.8;7.1;19.7;0.7;0.7,2731.47,ssb-flat,1
iceberg,spark,q4_2,429.8;80.6;293.7;224.8;468.5;8.3;15.2;0.2;0.6,3901.48,ssb-flat,1
iceberg,spark,q4_2,1025.1;103.6;55.3;2100.1;766.4;6.3;35.9;0.5;0.3,6446.15,ssb-flat,1
iceberg,spark,q4_2,890.5;114.8;58.5;2239.1;815.8;7.3;35.2;0.5;0.3,7607.34,ssb-flat,1
iceberg,spark,q4_2,809.2;116.9;70.1;2208.0;824.8;8.6;33.7;0.6;0.3,7181.96,ssb-flat,1
iceberg,spark,q4_2,33.5;3.7;9.3;112.4;406.4;3.3;12.7;0.7;0.7,8710.69,ssb-flat,1
iceberg,spark,q4_2,33.4;4.2;10.6;125.1;440.1;2.8;13.9;0.8;0.7,10359.42,ssb-flat,1
iceberg,spark,q4_2,373.3;31.3;149.8;340.2;876.3;7.2;56.6;0.5;0.2,13060.36,ssb-flat,1
iceberg,spark,q4_2,714.0;78.0;494.5;592.2;295.6;6.6;35.1;0.7;0.5,103922.32,ssb-flat,1
iceberg,spark,q2_2,719.6;70.5;507.7;559.3;283.4;7.0;40.2;0.7;0.5,1629.32,ssb-flat,1
iceberg,spark,q2_2,405.0;82.5;293.7;222.5;487.6;8.0;14.7;0.2;0.6,3004.91,ssb-flat,1
iceberg,spark,q2_2,756.0;75.4;456.0;606.2;290.5;6.6;39.8;0.7;0.4,3532.08,ssb-flat,1
iceberg,spark,q2_2,1048.8;108.2;51.1;2134.3;809.3;6.4;37.3;0.5;0.3,5133.03,ssb-flat,1
iceberg,spark,q2_2,882.5;116.7;63.0;2013.2;827.0;7.0;36.3;0.5;0.3,5459.35,ssb-flat,1
iceberg,spark,q2_2,795.5;119.1;68.7;2354.4;748.8;7.4;36.6;0.6;0.3,5781.80,ssb-flat,1
iceberg,spark,q2_2,726.3;76.2;452.7;571.8;284.1;6.9;35.4;0.7;0.5,10481.03,ssb-flat,1
iceberg,spark,q2_2,1009.6;11.8;932.2;3543.9;430.4;8.2;20.9;0.7;0.8,12910.64,ssb-flat,1
iceberg,spark,q2_2,1017.4;11.5;865.3;3589.8;395.4;8.4;25.9;0.6;0.7,15683.20,ssb-flat,1
iceberg,spark,q2_2,29.8;3.8;10.2;120.4;453.4;3.1;14.7;0.8;0.7,18322.62,ssb-flat,1
iceberg,spark,q2_2,34.5;3.6;8.9;113.2;439.9;3.5;14.1;0.7;0.7,17841.02,ssb-flat,1
iceberg,spark,q2_2,398.6;31.5;156.7;341.1;863.8;7.3;55.7;0.5;0.3,26231.25,ssb-flat,1
iceberg,spark,q2_2,664.1;81.9;524.7;628.5;295.3;7.2;35.9;0.7;0.5,62687.10,ssb-flat,1
iceberg,spark,q2_2,662.9;75.4;464.2;549.4;303.7;7.5;40.3;0.7;0.5,138508.64,ssb-flat,1
iceberg,spark,q2_3,685.2;72.1;502.5;625.8;275.4;7.5;36.9;0.6;0.5,2375.50,ssb-flat,1
iceberg,spark,q2_3,392.4;82.3;305.7;226.8;501.5;8.5;15.1;0.2;0.7,2803.50,ssb-flat,1
iceberg,spark,q2_3,31.7;3.8;9.6;135.0;446.7;2.9;14.2;0.8;0.7,3966.59,ssb-flat,1
iceberg,spark,q2_3,762.7;73.3;456.9;619.7;284.4;6.8;40.5;0.7;0.5,4159.26,ssb-flat,1
iceberg,spark,q2_3,35.9;3.6;9.4;108.5;416.7;3.5;14.3;0.7;0.7,4402.24,ssb-flat,1
iceberg,spark,q2_3,966.9;11.9;1022.6;3472.3;422.1;7.7;20.1;0.7;0.7,5058.33,ssb-flat,1
iceberg,spark,q2_3,999.7;11.5;982.9;3355.3;437.2;7.4;25.1;0.6;0.8,4676.89,ssb-flat,1
iceberg,spark,q2_3,1035.4;105.8;49.5;1878.3;802.6;6.7;39.1;0.5;0.3,4531.02,ssb-flat,1
iceberg,spark,q2_3,953.0;114.7;59.3;2290.2;826.4;6.9;32.8;0.5;0.3,5034.32,ssb-flat,1
iceberg,spark,q2_3,858.2;114.6;65.7;2302.1;798.6;7.4;35.7;0.6;0.3,5433.60,ssb-flat,1
