datalake,engine,query name,conf,latency,benchmark,sf
delta,trino,q1_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=24,12564.86,ssb-flat,1
delta,trino,q2_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=24,1912.35,ssb-flat,1
delta,trino,q2_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=24,7056.5,ssb-flat,1
delta,trino,q2_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=24,1500.38,ssb-flat,1
delta,trino,q3_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=24,10063.58,ssb-flat,1
delta,trino,q3_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=24,8980.09,ssb-flat,1
delta,trino,q4_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=24,2932.07,ssb-flat,1
delta,trino,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,12806.21,ssb-flat,1
delta,trino,q2_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,3498.65,ssb-flat,1
delta,trino,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,10467.85,ssb-flat,1
delta,trino,q2_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,4446.99,ssb-flat,1
delta,trino,q3_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,1500.38,ssb-flat,1
delta,trino,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,2695.53,ssb-flat,1
delta,trino,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,2438.27,ssb-flat,1
delta,trino,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,6165.52,ssb-flat,1
delta,trino,q2_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,3466.5,ssb-flat,1
delta,trino,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,10750.42,ssb-flat,1
delta,trino,q2_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,6672.17,ssb-flat,1
delta,trino,q3_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,1500.38,ssb-flat,1
delta,trino,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,1500.38,ssb-flat,1
delta,trino,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,7512.81,ssb-flat,1
delta,trino,q1_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,1620.89,ssb-flat,1
delta,trino,q2_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,1805.35,ssb-flat,1
delta,trino,q2_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,4309.35,ssb-flat,1
delta,trino,q2_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,1500.38,ssb-flat,1
delta,trino,q3_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,10034.89,ssb-flat,1
delta,trino,q3_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,1968.52,ssb-flat,1
delta,trino,q4_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,4543.23,ssb-flat,1
delta,trino,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,12531.31,ssb-flat,1
delta,trino,q2_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,14062.05,ssb-flat,1
delta,trino,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,10982.75,ssb-flat,1
delta,trino,q2_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,9086.83,ssb-flat,1
delta,trino,q3_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,1500.38,ssb-flat,1
delta,trino,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,1976.38,ssb-flat,1
delta,trino,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,1500.38,ssb-flat,1
delta,trino,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,1588.27,ssb-flat,1
delta,trino,q2_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,11517.64,ssb-flat,1
delta,trino,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,1512.19,ssb-flat,1
delta,trino,q2_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,4898.39,ssb-flat,1
delta,trino,q3_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,8252.56,ssb-flat,1
delta,trino,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,1500.38,ssb-flat,1
delta,trino,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,3311.53,ssb-flat,1
delta,trino,q1_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,11855.78,ssb-flat,1
delta,trino,q2_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,2428.8,ssb-flat,1
delta,trino,q2_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,1518.27,ssb-flat,1
delta,trino,q2_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,1500.38,ssb-flat,1
delta,trino,q3_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,5139.31,ssb-flat,1
delta,trino,q3_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,9276.72,ssb-flat,1
delta,trino,q4_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,7576.24,ssb-flat,1
delta,trino,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,1621.65,ssb-flat,1
delta,trino,q2_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,3067.77,ssb-flat,1
delta,trino,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,1500.38,ssb-flat,1
delta,trino,q2_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,1500.38,ssb-flat,1
delta,trino,q3_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,9855.22,ssb-flat,1
delta,trino,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,3272.02,ssb-flat,1
delta,trino,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,4410.5,ssb-flat,1
delta,trino,q1_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,4157.19,ssb-flat,1
delta,trino,q2_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,12369.43,ssb-flat,1
delta,trino,q2_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,11252.75,ssb-flat,1
delta,trino,q2_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,9774.0,ssb-flat,1
delta,trino,q3_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,1500.38,ssb-flat,1
delta,trino,q3_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,1500.38,ssb-flat,1
delta,trino,q4_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,1500.38,ssb-flat,1
delta,trino,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=32,3591.13,ssb-flat,1
delta,trino,q2_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=32,7638.36,ssb-flat,1
delta,trino,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=32,2519.14,ssb-flat,1
delta,trino,q2_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=32,5942.44,ssb-flat,1
delta,trino,q3_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=32,1500.38,ssb-flat,1
delta,trino,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=32,2697.69,ssb-flat,1
delta,trino,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=32,4078.91,ssb-flat,1
delta,trino,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,12583.72,ssb-flat,1
delta,trino,q2_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,4581.66,ssb-flat,1
delta,trino,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,11198.69,ssb-flat,1
delta,trino,q2_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,9723.17,ssb-flat,1
delta,trino,q3_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,1500.38,ssb-flat,1
delta,trino,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,9578.91,ssb-flat,1
delta,trino,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,9831.3,ssb-flat,1
delta,trino,q1_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3200.18,ssb-flat,1
delta,trino,q2_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,4286.85,ssb-flat,1
delta,trino,q2_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,1500.38,ssb-flat,1
delta,trino,q2_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,1767.01,ssb-flat,1
delta,trino,q3_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3710.9,ssb-flat,1
delta,trino,q3_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,9296.53,ssb-flat,1
delta,trino,q4_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,7359.48,ssb-flat,1
delta,trino,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,5198.2,ssb-flat,1
delta,trino,q2_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,8804.15,ssb-flat,1
delta,trino,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,2601.49,ssb-flat,1
delta,trino,q2_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,9350.69,ssb-flat,1
delta,trino,q3_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,1500.38,ssb-flat,1
delta,trino,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,3346.17,ssb-flat,1
delta,trino,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,9903.03,ssb-flat,1
delta,trino,q1_1,18;256;20;18;16;16,1563.0,ssb-flat,1
delta,trino,q1_2,18;256;20;18;16;16,308.0,ssb-flat,1
delta,trino,q1_3,18;256;20;18;16;16,227.0,ssb-flat,1
delta,trino,q2_1,18;256;20;18;16;16,1619.0,ssb-flat,1
delta,trino,q2_2,18;256;20;18;16;16,393.0,ssb-flat,1
delta,trino,q2_3,18;256;20;18;16;16,762.0,ssb-flat,1
delta,trino,q3_1,18;256;20;18;16;16,633.0,ssb-flat,1
delta,trino,q3_2,18;256;20;18;16;16,1119.0,ssb-flat,1
delta,trino,q3_3,18;256;20;18;16;16,1099.0,ssb-flat,1
delta,trino,q3_4,18;256;20;18;16;16,671.0,ssb-flat,1
delta,trino,q4_1,18;256;20;18;16;16,1150.0,ssb-flat,1
delta,trino,q4_2,18;256;20;18;16;16,288.0,ssb-flat,1
delta,trino,q4_3,18;256;20;18;16;16,248.0,ssb-flat,1
delta,trino,q1_1,18;256;20;18;16;16,1563.0,ssb-flat,1
delta,trino,q1_2,18;256;20;18;16;16,308.0,ssb-flat,1
delta,trino,q1_3,18;256;20;18;16;16,227.0,ssb-flat,1
delta,trino,q2_1,18;256;20;18;16;16,1619.0,ssb-flat,1
delta,trino,q2_2,18;256;20;18;16;16,393.0,ssb-flat,1
delta,trino,q2_3,18;256;20;18;16;16,762.0,ssb-flat,1
delta,trino,q3_1,18;256;20;18;16;16,633.0,ssb-flat,1
delta,trino,q3_2,18;256;20;18;16;16,1119.0,ssb-flat,1
delta,trino,q3_3,18;256;20;18;16;16,1099.0,ssb-flat,1
delta,trino,q3_4,18;256;20;18;16;16,671.0,ssb-flat,1
delta,trino,q4_1,18;256;20;18;16;16,1150.0,ssb-flat,1
delta,trino,q4_2,18;256;20;18;16;16,288.0,ssb-flat,1
delta,trino,q4_3,18;256;20;18;16;16,248.0,ssb-flat,1
delta,trino,q1_1,18;256;20;18;16;16,1563.0,ssb-flat,1
delta,trino,q1_2,18;256;20;18;16;16,308.0,ssb-flat,1
delta,trino,q1_3,18;256;20;18;16;16,227.0,ssb-flat,1
delta,trino,q2_1,18;256;20;18;16;16,1619.0,ssb-flat,1
delta,trino,q2_2,18;256;20;18;16;16,393.0,ssb-flat,1
delta,trino,q2_3,18;256;20;18;16;16,762.0,ssb-flat,1
delta,trino,q3_1,18;256;20;18;16;16,633.0,ssb-flat,1
delta,trino,q3_2,18;256;20;18;16;16,1119.0,ssb-flat,1
delta,trino,q3_3,18;256;20;18;16;16,1099.0,ssb-flat,1
delta,trino,q3_4,18;256;20;18;16;16,671.0,ssb-flat,1
delta,trino,q4_1,18;256;20;18;16;16,1150.0,ssb-flat,1
delta,trino,q4_2,18;256;20;18;16;16,288.0,ssb-flat,1
delta,trino,q4_3,18;256;20;18;16;16,248.0,ssb-flat,1
delta,trino,q1_1,18;256;20;18;16;16,1396.0,ssb-flat,1
delta,trino,q1_2,18;256;20;18;16;16,1034.0,ssb-flat,1
delta,trino,q1_3,18;256;20;18;16;16,223.0,ssb-flat,1
delta,trino,q2_1,18;256;20;18;16;16,553.0,ssb-flat,1
delta,trino,q2_2,18;256;20;18;16;16,369.0,ssb-flat,1
delta,trino,q2_3,18;256;20;18;16;16,685.0,ssb-flat,1
