datalake,engine,query name,conf,latency,benchmark,sf
delta,trino,q4_1,18;256;20;18;16;16,60259.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,20492.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,14535.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,21013.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,34459.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,30643.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,107684.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,59113.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,42657.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,43576.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,56895.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,82222.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,32633.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,142267.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,46628.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,67096.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,21013.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,34459.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,30643.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,107684.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,59113.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,42657.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,43576.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,56895.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,82222.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,32633.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,142267.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,46628.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,67096.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,21013.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,34459.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,30643.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,107684.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,59113.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,42657.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,43576.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,56895.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,82222.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,32633.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,142267.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,46628.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,67096.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,43106.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,38675.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,33171.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,132951.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,123360.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,86701.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,85388.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,167182.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,107720.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,19481.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,74954.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,20817.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,27817.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,43106.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,38675.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,33171.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,132951.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,123360.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,86701.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,85388.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,167182.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,107720.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,19481.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,74954.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,20817.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,27817.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,43106.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,38675.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,33171.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,132951.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,123360.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,86701.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,85388.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,167182.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,107720.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,19481.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,74954.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,20817.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,27817.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,36713.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,37200.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,47279.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,200415.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,171780.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,207956.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,139507.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,127806.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,234863.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,52736.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,394579.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,143033.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,71749.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,36713.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,37200.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,47279.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,200415.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,171780.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,207956.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,139507.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,127806.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,234863.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,52736.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,394579.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,143033.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,71749.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,36713.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,37200.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,47279.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,200415.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,171780.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,207956.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,139507.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,127806.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,234863.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,52736.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,394579.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,143033.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,71749.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,26754.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,112535.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,107414.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,404773.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,255485.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,81815.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,66980.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,307652.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,364856.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,34369.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,286529.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,58546.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,82935.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,26754.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,112535.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,107414.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,404773.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,255485.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,81815.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,66980.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,307652.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,364856.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,34369.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,286529.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,58546.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,82935.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,26754.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,112535.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,107414.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,404773.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,255485.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,81815.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,66980.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,307652.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,364856.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,34369.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,286529.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,58546.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,82935.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,39078.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,83531.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,90194.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,252823.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,203126.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,137673.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,89379.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,100305.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,112329.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,98687.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,278627.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,97870.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,114421.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,39078.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,83531.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,90194.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,252823.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,203126.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,137673.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,89379.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,100305.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,112329.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,98687.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,278627.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,97870.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,114421.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,39078.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,83531.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,90194.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,252823.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,203126.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,137673.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,89379.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,100305.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,112329.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,98687.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,278627.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,97870.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,114421.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,9712.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,12600.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,5480.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,56852.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,52809.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,67247.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,61909.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,57104.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,34283.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,36007.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,54908.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,6321.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,15549.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,9712.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,12600.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,5480.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,56852.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,52809.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,67247.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,61909.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,57104.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,34283.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,36007.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,54908.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,6321.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,15549.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,9712.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,12600.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,5480.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,56852.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,52809.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,67247.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,61909.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,57104.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,34283.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,36007.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,54908.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,6321.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,15549.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,10408.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,11958.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,8172.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,57063.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,51620.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,86806.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,79492.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,56340.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,86718.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,9818.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,74974.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,31954.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,31275.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,10408.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,11958.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,8172.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,57063.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,51620.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,86806.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,79492.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,56340.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,86718.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,9818.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,74974.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,31954.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,31275.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,10408.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,11958.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,8172.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,57063.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,51620.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,86806.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,79492.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,56340.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,86718.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,9818.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,74974.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,31954.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,31275.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,31881.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,44602.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,24308.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,56860.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,44772.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,46568.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,41593.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,83221.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,64978.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,16650.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,79109.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,22353.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,41799.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,31881.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,44602.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,24308.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,56860.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,44772.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,46568.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,41593.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,83221.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,64978.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,16650.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,79109.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,22353.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,41799.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,31881.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,44602.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,24308.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,56860.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,44772.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,46568.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,41593.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,83221.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,64978.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,16650.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,79109.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,22353.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,41799.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,9494.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,6481.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,5849.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,78694.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,53211.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,65613.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,54842.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,75741.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,59345.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,10970.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,56768.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,20844.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,18519.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,9494.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,6481.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,5849.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,78694.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,53211.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,65613.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,54842.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,75741.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,59345.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,10970.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,56768.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,20844.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,18519.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,9494.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,6481.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,5849.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,78694.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,53211.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,65613.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,54842.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,75741.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,59345.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,10970.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,56768.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,20844.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,18519.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,19258.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,40893.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,34532.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,91264.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,56560.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,39945.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,39009.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,48684.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,45093.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,32801.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,93522.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,22424.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,21828.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,19258.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,40893.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,34532.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,91264.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,56560.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,39945.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,39009.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,48684.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,45093.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,32801.0,ssb-flat,100
